,Name_submitted,Accepted_name,Habit,NativeStatus,n_nurseries,StatesSold,NativeRange,StatesRegulated,P_conventional,P_native,Rank
723,Sericocarpus asteroides,Sericocarpus asteroides,Forb/herb,EFNative,3,"VA, MA, NH","CT, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,723
724,Solidago ohioensis,Solidago ohioensis,Forb/herb,EFNative,3,"MD, PA","IL, WI, IN, MI, NY",NA,0.00390625,0.024096386,724
725,Solidago patula,Solidago patula,Forb/herb,EFNative,3,"MA, PA","IL, IA, MO, OK, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,725
726,Solidago riddellii,Solidago riddellii,Forb/herb,EFNative,3,"PA, NJ, OH","IL, MN, MO, WI, IN, MI, OH",NA,0.00390625,0.024096386,726
727,Spiranthes cernua,Spiranthes cernua,Forb/herb,EFNative,3,"MD, NH, VA","IL, MN, MO, OK, CT, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,727
728,Spiranthes odorata,Spiranthes odorata,Forb/herb,EFNative,3,"OH, DE, PA","OK, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,728
729,Symphyotrichum praealtum,Symphyotrichum praealtum,Forb/herb,EFNative,3,"PA, VA, MD","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, KY, LA, MD, MS, TN, VA",NA,0.00390625,0.024096386,729
730,Taenidia integerrima,Taenidia integerrima,Forb/herb,EFNative,3,"PA, VA","IL, IA, KS, MN, MO, OK, SD, WI, CT, IN, MI, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,730
731,Tipularia discolor,Tipularia discolor,Forb/herb,EFNative,3,"WV, VA","IL, MO, OK, IN, MA, MI, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,731
732,Tradescantia bracteata,Tradescantia bracteata,Forb/herb,EFNative,3,"MA, NJ","MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MA, MI, OH, VT, AR, LA, MS",NA,0.00390625,0.024096386,732
733,Tradescantia ohiensis,Tradescantia ohiensis,Forb/herb,EFNative,3,"MD, PA, OH","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,733
734,Vaccinium pallidum,Vaccinium pallidum,Shrub,EFNative,3,"MA, VA, NJ","IL, KS, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,734
735,Vaccinium stamineum,Vaccinium stamineum,Shrub,EFNative,3,"VA, DE, PA","IL, KS, MO, OK, CT, IN, MA, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.024096386,735
736,Viola pedatifida,Viola pedatifida,Forb/herb,EFNative,3,"MA, PA, VA","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MI, OH, AZ, NM, AR, VA",NA,0.00390625,0.024096386,736
737,Aesculus pavia,Aesculus pavia,Shrub,EFNative,48,"OH, PA, VA, CT, MD, MA, ME, NJ, DE, NH","IL, MO, OK, WV, TX, AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0.13671875,0.156626506,737
738,Achillea millefolium,Achillea millefolium,Forb/herb,EFNative,89,"MA, KY, OH, MD, PA, RI, CT, NJ, VA, ME, WV, NY, DE, VT, NH","AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.2578125,0.277108434,738
739,Liatris microcephala,Liatris microcephala,Forb/herb,EFNative,32,"PA, NJ, MD, VA, OH, VT, DE, MA, RI, ME, WV","AL, GA, KY, NC, SC, TN",NA,0.08984375,0.108433735,739
740,Thelypteris noveboracensis,Thelypteris noveboracensis,Forb/herb,EFNative,32,"NY, MD, DE, PA, ME, NH, VA, MA, CT, VT, NJ","IL, OK, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.08984375,0.108433735,740
741,Cotinus obovatus,Cotinus obovatus,Shrub,EFNative,16,"NY, CT, MD, PA, DE, VT, ME, MA, VA","MO, OK, TX, AL, AR, GA, KY, LA, TN",NA,0.04296875,0.060240964,741
742,Geum triflorum,Geum triflorum,Forb/herb,EFNative,16,"PA, MD, VT, OH, NJ, ME, VA, NH, WV","CO, ID, MT, OR, WA, WY, IL, IA, MN, ND, SD, WI, MI, NY, AZ, CA, NV, UT, NM",NA,0.04296875,0.060240964,742
743,Rhododendron vaseyi,Rhododendron vaseyi,Shrub,EFNative,16,"MA, ME, NJ, DE, PA, NH, NY",NC,NA,0.04296875,0.060240964,743
744,Betula nigra,Betula nigra,Tree,EFNative,159,"OH, MD, KY, PA, NY, NJ, RI, MA, VA, CT, ME, VT, NH, DE","IL, IA, KS, MN, MO, OK, WI, CT, IN, MA, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.46484375,0.481927711,744
745,Carex socialis,Carex socialis,Grass,EFNative,12,"MA, PA, MD, NJ, WV, OH, DE","IL, MO, OK, IN, TX, AL, AR, GA, KY, MS, NC, SC, TN",NA,0.03125,0.048192771,745
746,Carex brevior,Carex brevior,Grass,EFNative,8,"PA, NJ, OH, NH, VA, MD, MA","CO, ID, MT, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, NM, TX, AL, AR, DE, KY, MD, MS, TN, VA",NA,0.01953125,0.036144578,746
747,Celastrus scandens,Celastrus scandens,Vine,EFNative,8,"KY, PA, VT, NH, VA","MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01953125,0.036144578,747
748,Fraxinus americana,Fraxinus americana,Tree,EFNative,8,"MD, NJ, PA, ME, MA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01953125,0.036144578,748
749,Sibbaldiopsis tridentata,Sibbaldiopsis tridentata,Forb/herb,EFNative,8,"MA, DE, ME, PA, RI, NH","IL, IA, MN, ND, WI, CT, ME, MA, MI, NH, NJ, NY, PA, RI, VT, WV, GA, NC, TN, VA",NA,0.01953125,0.036144578,749
750,Actaea rubra,Actaea rubra,Forb/herb,EFNative,4,"CT, ME, VA","AK, CO, ID, MT, OR, WA, WY, IL, IA, MN, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, AZ, CA, NV, UT, NM",NA,0.0078125,0.024096386,750
751,Carex hystericina,Carex hystericina,Grass,EFNative,4,"MD, PA, OH","CO, MT, WY, IL, IA, KS, MN, MO, NE, SD, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, VT, WV, AZ, UT, NM, TX, AR, MD, TN, VA",NA,0.0078125,0.024096386,751
752,Carex tribuloides,Carex tribuloides,Grass,EFNative,4,"MD, PA, OH","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.024096386,752
753,Celtis laevigata,Celtis laevigata,Shrub,EFNative,4,"OH, MD, DE, PA","IL, KS, MO, OK, IN, WV, NM, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.024096386,753
754,Cornus rugosa,Cornus rugosa,Shrub,EFNative,4,"MA, PA, ME","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, MD, TN, VA",NA,0.0078125,0.024096386,754
755,Luzula acuminata,Luzula acuminata,Grass,EFNative,4,"NJ, MA, WV","IL, IA, MN, MO, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, FL, GA, KY, LA, MD, NC, SC, TN, VA",NA,0.0078125,0.024096386,755
756,Magnolia ashei,Magnolia ashei,Shrub,EFNative,4,"DE, CT, PA",FL,NA,0.0078125,0.024096386,756
757,Mentha arvensis,Mentha arvensis,Forb/herb,EFNative,4,"PA, CT, NJ, VA","AZ, AR, CA, CO, CT, DE, GA, ID, IL, IN, IA, KS, KY, ME, MD, MA, MI, MN, MO, MT, NE, NV, NH, NJ, NM, NY, NC, ND, OH, OR, PA, RI, SD, TN, TX, UT, VT, VA, WA, WV, WI, WY",NA,0.0078125,0.024096386,757
758,Menyanthes trifoliata,Menyanthes trifoliata,Forb/herb,EFNative,4,"MA, VA","AK, CO, ID, MT, OR, WA, WY, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, DE, MD, NC, VA",NA,0.0078125,0.024096386,758
759,Persicaria virginiana,Persicaria virginiana,Forb/herb,EFNative,4,"VA, RI, VT","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.024096386,759
760,Polygonatum pubescens,Polygonatum pubescens,Forb/herb,EFNative,4,"MA, CT, NH, NJ","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, GA, KY, MD, NC, TN, VA",NA,0.0078125,0.024096386,760
761,Prunus angustifolia,Prunus angustifolia,Shrub,EFNative,4,"MD, PA, VA","CO, IL, KS, MO, NE, OK, IN, NJ, PA, WV, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.024096386,761
762,Stewartia malacodendron,Stewartia malacodendron,Shrub,EFNative,4,"DE, PA, VA","TX, AL, AR, FL, GA, LA, MS, NC, SC, VA",NA,0.0078125,0.024096386,762
763,Viola canadensis,Viola canadensis,Forb/herb,EFNative,4,"ME, PA, OH, WV","CO, ID, WY, IL, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, UT, NM, AL, AR, GA, KY, MD, NC, SC, TN, VA",NA,0.0078125,0.024096386,763
764,Woodwardia virginica,Woodwardia virginica,Forb/herb,EFNative,4,"MD, DE, VA","IL, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.024096386,764
765,Carex muskingumensis,Carex muskingumensis,Grass,EFNative,21,"MD, ME, OH, DE, RI, VA, PA, MA, VT, NJ, WV","IL, IA, KS, MN, MO, OK, WI, IN, MI, OH, AR, KY, TN",NA,0.05859375,0.072289157,765
766,Picea mariana,Picea mariana,Tree,EFNative,21,"NY, MD, MA, OH, CT, NJ, PA, VT, ME","AK, IL, MN, WI, CT, ME, MA, MI, NH, NJ, NY, PA, RI, VT",NA,0.05859375,0.072289157,766
767,Carex eburnea,Carex eburnea,Grass,EFNative,13,"VA, ME, CT, WV, VT, RI, PA, MD","AK, MT, WY, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, TX, AL, AR, KY, NC, SC, TN, VA",NA,0.03515625,0.048192771,767
768,Prunus pumila,Prunus pumila,Shrub,EFNative,13,"PA, NY, MA, VT, NJ, ME, CT","CO, MT, OR, WY, IL, IA, KS, MN, ND, NE, SD, WI, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, UT, TN, VA",NA,0.03515625,0.048192771,768
769,Asclepias speciosa,Asclepias speciosa,Forb/herb,EFNative,5,"RI, VA, PA, OH, VT","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, ND, NE, OK, SD, WI, MI, AZ, CA, NV, UT, NM, TX",NA,0.01171875,0.024096386,769
770,Clethra acuminata,Clethra acuminata,Shrub,EFNative,5,"CT, DE, PA","PA, WV, AL, GA, KY, NC, SC, TN, VA",NA,0.01171875,0.024096386,770
771,Helianthus occidentalis,Helianthus occidentalis,Forb/herb,EFNative,5,"MD, PA, NJ, VA, MA","IL, IA, KS, MN, MO, WI, IN, MA, MI, NJ, OH, PA, WV, TX, AR, FL, GA, KY, MD, NC, SC, TN, VA",NA,0.01171875,0.024096386,771
772,Helianthus strumosus,Helianthus strumosus,Forb/herb,EFNative,5,"VA, ME, PA, NJ","IL, IA, KS, MN, MO, ND, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.024096386,772
773,Hepatica americana,Hepatica americana,Forb/herb,EFNative,5,"PA, RI, VT, WV, VA","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.024096386,773
774,Iris prismatica,Iris prismatica,Forb/herb,EFNative,5,"RI, DE, MA, NJ","CT, ME, MA, NH, NJ, NY, RI, AL, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.01171875,0.024096386,774
775,Lythrum alatum,Lythrum alatum,Forb/herb,EFNative,5,"PA, RI, NJ","CO, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.024096386,775
776,Taxus canadensis,Taxus canadensis,Shrub,EFNative,5,"CT, PA, ME, MA","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, KY, MD, TN, VA",NA,0.01171875,0.024096386,776
777,Abildgaardia ovata,Abildgaardia ovata,Grass,EFNative,1,NJ,FL,NA,0,0.012048193,777
778,Acer glabrum,Acer glabrum,Shrub,EFNonNative,1,VA,"AK, CO, ID, MT, OR, WA, WY, NE, SD, AZ, CA, NV, UT, NM",NA,0,0.012048193,778
779,Ageratina aromatica,Ageratina aromatica,Forb/herb,EFNative,1,VA,"CT, MA, NJ, NY, OH, PA, RI, WV, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,779
780,Agrimonia gryposepala,Agrimonia gryposepala,Forb/herb,EFNative,1,VA,"CO, MT, OR, WY, IL, IA, KS, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NM, AL, AR, DE, GA, KY, MD, NC, TN, VA",NA,0,0.012048193,780
781,Agrimonia striata,Agrimonia striata,Forb/herb,EFNative,1,NJ,"CO, MT, WY, IL, IA, MN, ND, OK, SD, WI, CT, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, NM, DE, GA, KY, MD",NA,0,0.012048193,781
782,Agrostis perennans,Agrostis perennans,Grass,EFNative,1,MD,"OR, WA, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, CA, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,782
783,Aletris farinosa,Aletris farinosa,Forb/herb,EFNative,1,VA,"IL, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,783
784,Amorpha nana,Amorpha nana,Shrub,EFNative,1,MA,"CO, ID, IA, KS, MN, ND, NE, OK, SD, NM",NA,0,0.012048193,784
785,Angelica venenosa,Angelica venenosa,Forb/herb,EFNative,1,VA,"IL, MN, MO, OK, CT, IN, MA, MI, NJ, NY, OH, PA, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,785
786,Antennaria virginica,Antennaria virginica,Forb/herb,EFNative,1,MD,"OH, PA, WV, MD, VA",NA,0,0.012048193,786
787,Apocynum androsaemifolium,Apocynum androsaemifolium,Forb/herb,EFNative,1,MA,"CO, ID, MT, OR, WA, WY, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, AZ, CA, NV, UT, NM, TX, AL, AR, DE, KY, MD, NC, VA",NA,0,0.012048193,787
788,Aralia hispida,Aralia hispida,Forb/herb,EFNative,1,VA,"IL, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, MD, NC, VA",NA,0,0.012048193,788
789,Arnoglossum reniforme,Arnoglossum reniforme,Forb/herb,EFNative,1,MA,"IL, IA, MN, MO, OK, WI, IN, NJ, OH, PA, WV, AL, AR, DE, GA, KY, MD, MS, NC, TN, VA",NA,0,0.012048193,789
790,Arundinaria tecta,Arundinaria tecta,Grass,EFNative,1,VA,"NJ, NY, AL, DE, FL, GA, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,790
791,Aureolaria flava,Aureolaria flava,Forb/herb,EFNative,1,VA,"IL, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,791
792,Bidens aristosa,Bidens aristosa,Forb/herb,EFNative,1,VA,"IL, MN, MO, WI, IN, MI, TX, AL, AR, KY, LA, MD, NC, SC, TN, VA",NA,0,0.012048193,792
793,Bidens bipinnata,Bidens bipinnata,Forb/herb,EFNative,1,MD,"IL, IA, KS, MO, NE, OK, CT, IN, NJ, NY, OH, PA, RI, WV, AZ, NM, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,793
794,Boechera stricta,Boechera stricta,Forb/herb,EFNative,1,PA,"AK, CO, ID, MT, OR, WA, WY, IA, MN, ND, WI, ME, MA, MI, NH, NY, OH, RI, VT, AZ, CA, NV, UT, NM",NA,0,0.012048193,794
795,Boltonia decurrens,Boltonia decurrens,Forb/herb,EFNative,1,NJ,"IL, MO",NA,0,0.012048193,795
796,Borodinia laevigata,Borodinia laevigata,Forb/herb,EFNative,1,MD,"IL, IA, KS, MN, MO, OK, SD, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AL, AR, DE, GA, KY, MD, NC, SC, TN, VA",NA,0,0.012048193,796
797,Borrichia frutescens,Borrichia frutescens,Shrub,EFNative,1,VA,"TX, AL, FL, GA, LA, MD, MS, NC, SC, VA",NA,0,0.012048193,797
798,Brachyelytrum erectum,Brachyelytrum erectum,Grass,EFNative,1,VA,"IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,798
799,Bulbostylis capillaris,Bulbostylis capillaris,Grass,EFNative,1,PA,"IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,799
800,Calla palustris,Calla palustris,Forb/herb,EFNative,1,CT,"AK, IL, MN, ND, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, MD",NA,0,0.012048193,800
801,Carex aggregata,Carex aggregata,Grass,EFNative,1,VA,"IL, IA, MN, MO, NE, OK, SD, WI, IN, NJ, NY, OH, PA, WV, AL, DE, KY, MD, NC, SC, TN, VA",NA,0,0.012048193,801
802,Carex arctata,Carex arctata,Grass,EFNative,1,CT,"MN, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, RI, VT, MD",NA,0,0.012048193,802
803,Carex argyrantha,Carex argyrantha,Grass,EFNative,1,NJ,"CT, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, MD, NC, TN, VA",NA,0,0.012048193,803
804,Carex careyana,Carex careyana,Grass,EFNative,1,PA,"IL, IA, MN, MO, WI, IN, MI, NY, OH, PA, WV, AL, AR, GA, KY, MD, TN, VA",NA,0,0.012048193,804
805,Carex digitalis,Carex digitalis,Grass,EFNative,1,VA,"IL, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,805
806,Carex disperma,Carex disperma,Grass,EFNative,1,CT,"AK, CO, ID, MT, OR, WA, WY, IL, MN, ND, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, AZ, CA, NV, UT, NM",NA,0,0.012048193,806
807,Carex folliculata,Carex folliculata,Grass,EFNative,1,VA,"WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, GA, MD, NC, SC, TN, VA",NA,0,0.012048193,807
808,Carex hirsutella,Carex hirsutella,Grass,EFNative,1,PA,"IL, IA, KS, MO, OK, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,808
809,Carex joorii,Carex joorii,Grass,EFNative,1,VA,"MO, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,809
810,Carex laxiflora,Carex laxiflora,Grass,EFNative,1,MA,"IL, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,810
811,Carex willdenowii,Carex willdenowii,Grass,EFNative,1,VA,"IL, MO, CT, IN, MA, MI, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, KY, MD, NC, SC, TN, VA",NA,0,0.012048193,811
812,Cartrema americana,Cartrema americana,Shrub,EFNative,1,VA,"AL, FL, GA, LA, MS, NC, SC, VA",NA,0,0.012048193,812
813,Ceanothus herbaceus,Ceanothus herbaceus,Shrub,EFNative,1,MA,"CO, MT, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MA, MI, NH, NY, OH, VT, WV, NM, TX, AR, KY, LA, TN, VA",NA,0,0.012048193,813
814,Cerastium arvense,Cerastium arvense,Forb/herb,EFNative,1,PA,"ME, NH, VT, MA, CT, RI, NY, NJ, PA, MD, DE, WV, VA, KY, TN, GA, MS, OH, IN, MI, IL, MN, WI, IA, ND, SD, NE, CO, WY, NM, NV, AZ, CA, WA, OR, MO, ID, UT",NA,0,0.012048193,814
815,Cerastium velutinum,Cerastium velutinum,Forb/herb,EFNative,1,MD,"IL, IA, MN, MO, IN, MA, MI, NJ, NY, OH, PA, WV, DE, KY, MD, TN, VA",NA,0,0.012048193,815
816,Cercis occidentalis,Cercis occidentalis,Shrub,EFNonNative,1,MD,"OR, AZ, CA, NV, UT",NA,0,0.012048193,816
817,Chamaecrista nictitans,Chamaecrista nictitans,Forb/herb,EFNative,1,VA,"IL, OK, MA, NY, PA, VT, WV, AZ, NM, TX, AL, FL, KY, MD, SC, TN",NA,0,0.012048193,817
818,Circaea lutetiana,Circaea lutetiana,Forb/herb,EFNative,1,VA,"AL, AR, CT, DE, GA, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, NE, NH, NJ, NY, NC, ND, OH, OK, PA, RI, SC, SD, TN, VT, VA, WV, WI, WY",NA,0,0.012048193,818
819,Cirsium horridulum,Cirsium horridulum,Forb/herb,EFNative,1,VA,"OK, CT, ME, MA, NH, NJ, NY, PA, RI, TX, AL, AR, DE, FL, GA, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,819
820,Clintonia borealis,Clintonia borealis,Forb/herb,EFNative,1,CT,"IL, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, GA, MD, NC, TN, VA",NA,0,0.012048193,820
821,Cocculus carolinus,Cocculus carolinus,Vine,EFNative,1,VA,"KS, MO, OK, IN, TX, AL, AR, DE, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0,0.012048193,821
822,Coleataenia pulchra,Coleataenia pulchra,Grass,EFNative,1,VA,"IL, MO, CT, IN, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,822
823,Collinsia verna,Collinsia verna,Forb/herb,EFNative,1,PA,"IL, IA, KS, MO, OK, WI, IN, MI, NY, OH, PA, WV, TX, AL, AR, KY, TN, VA",NA,0,0.012048193,823
824,Commelina erecta,Commelina erecta,Forb/herb,EFNative,1,VA,"CO, WY, IL, IA, KS, MN, MO, NE, OK, SD, WI, IN, MI, NJ, NY, PA, RI, WV, AZ, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,824
825,Coreopsis leavenworthii,Coreopsis leavenworthii,Forb/herb,EFNative,1,VA,FL,NA,0,0.012048193,825
826,Coreopsis major,Coreopsis major,Forb/herb,EFNative,1,VA,"IN, MA, NY, OH, PA, WV, AL, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0,0.012048193,826
827,Corydalis flavula,Corydalis flavula,Forb/herb,EFNative,1,PA,"IL, IA, KS, MO, NE, OK, IN, MI, NJ, NY, OH, PA, WV, AL, AR, DE, FL, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,827
828,Crataegus marshallii,Crataegus marshallii,Shrub,EFNative,1,VA,"IL, MO, OK, TX, AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0,0.012048193,828
829,Cyperus echinatus,Cyperus echinatus,Grass,EFNative,1,MD,"IL, KS, MO, OK, WI, IN, NJ, NY, OH, PA, RI, WV, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.012048193,829
830,Desmodium ciliare,Desmodium ciliare,Forb/herb,EFNative,1,VA,"IL, MO, OK, IN, ME, NY, PA, WV, TX, AL, FL, GA, KY, MD, MS, NC, SC, TN",NA,0,0.012048193,830
