"","Name_submitted","Accepted_name","Common.Name","Butterflies.and.Moths.Supported","Attracts.Wildlife","Plant.Type","Form","Height","Width","Growth.Rate","Seasonality","Flower.Color","Flowering.Season","Fragrance","Sun","Soil.Drainage","Water.Requirement","Summer.Irrigation","Ease.of.Care","Nursery.Availability","Companions","Special.Uses","Communities..simplified.","Communities","Hardiness","Sunset.Zones","Soil","Soil.Texture","Soil.pH","Soil.Toxicity","Mulch","Site.Type","Elevation..min.","Elevation..max.","Rainfall..min.","Rainfall..max.","Tips","Pests","Propagation","Height..min.","Height..max.","Width..min.","Width..max.","Other.Names","Alternative.Common.Names","Obsolete.Names","Rarity","Is.Cultivar","Jepson.Link","Plant.Url","QR.Codes..change.number.to.change.image.size.in.pixels."
"28","Acalypha californica","Acalypha californica","California Copperleaf",1,"Butterflies, Caterpillars","Shrub","Mounding","2 - 3 ft","5 ft","Slow","Evergreen","Pink, Red, White","Winter, Spring","None","Full Sun","Fast","Low, Very Low","Max 1x / month once established","","Sometimes Available","Chamise (Adenostema fasciculatum), California Buckwheat (Eriogonum fasciculatum), Chaparral Mallow (Malacothamnus fasciculatus), Brittlebush (<a href=""/search/?plant=Encelia%20(Genus)"">Encelia spp.</a>), Desert Agave (Agave deserti), Mojave Yucca (Yucca shidigera), Creosote (Larrea tridentata), Big Sagebrush (Artemisia tridentata), and cactus species","Lawn alternative","Chaparral, Desert, Woodland","Chaparral, Creosote Bush Scrub, Desert, Southern Oak Woodland","Tolerates cold to 30&deg; F","15, 16, 18, 19, 20, 21, 22*, 23*, 24*","Typically decomposed granite or sand","","6.0 - 8.0","","Inorganic","Near the coast it is often found in conjunction with oak woodlands. Inland it is found in desert transition chaparral near granite rocks, ledges and cliffs, and in sandy washes of desert canyons at the base of granite boulders as part of Creosote Bush Scrub or Alluvial Fan Scrub",28,3177,3.31,26.14,"Requires exceptionally fast draining soil. Prefers sun or part shade. Likes rocky slopes.  This plant is extremely drought tolerant. After established, it should survive the dry months with no supplementary water.  It's moderately sensitive to pathogens that grow in warm moist soils.  It can usually handle summer watering as much as once per month.  If you do water during the summer, make sure you do it in the very early morning, and during a stretch of cooler days in the summer season.","","For propagating by seed: No treatment. (Emery and Frey 1971).",24,36,60,60,"Copperleaf , California","Pringle Threeseeded Mercury,Pringle Three-seeded Mercury","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acalypha+californica","https://calscape.org/Acalypha-californica-%28California-Copperleaf%29","https://calscape.org/storage/app/media/qr/Acalypha-californica-%28California-Copperleaf%29.png"
"29","Acamptopappus shockleyi","Acamptopappus shockleyi","Shockley's Goldenhead",0,"","Shrub","","","","","","Yellow","","","","","","","","Never or Almost Never Available","","","Desert","Creosote Bush Scrub, Joshua Tree Woodland","","","","","","","","",NA,NA,1.8,19.56,"","","",0,0,0,0,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acamptopappus+shockleyi","https://calscape.org/Acamptopappus-shockleyi-%28Shockley%27s-Goldenhead%29","https://calscape.org/storage/app/media/qr/Acamptopappus-shockleyi-%28Shockley%27s-Goldenhead%29.png"
"30","Acamptopappus sphaerocephalus","Acamptopappus sphaerocephalus","Goldenhead",0,"","Shrub","","8 - 40 in","","","","Yellow","Spring","","Full Sun, Partial Shade","Fast","Very Low","","Moderate","Rarely Available","","","Desert","Creosote Bush Scrub, Joshua Tree Woodland","","","","","","","","Rocky slopes and gravelly flasts",815,8695,0,52.11,"<p>Prefers sun or part shade. Likes rocky slopes and gravelly flats.</p>","","",8,40,0,0,"","Rayless Goldenhead","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acamptopappus+sphaerocephalus","https://calscape.org/Acamptopappus-sphaerocephalus-%28Goldenhead%29","https://calscape.org/storage/app/media/qr/Acamptopappus-sphaerocephalus-%28Goldenhead%29.png"
"31","Acamptopappus sphaerocephalus var. hirtellus","Acamptopappus sphaerocephalus var. hirtellus","Rayless Goldenhead",0,"","Shrub","","","","","","Yellow","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,0,49.02,"","","",0,0,0,0,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acamptopappus+sphaerocephalus+var.+hirtellus","https://calscape.org/Acamptopappus-sphaerocephalus-var.-hirtellus-%28Rayless-Goldenhead%29","https://calscape.org/storage/app/media/qr/Acamptopappus-sphaerocephalus-var.-hirtellus-%28Rayless-Goldenhead%29.png"
"32","Acamptopappus sphaerocephalus var. sphaerocephalus","Acamptopappus sphaerocephalus var. sphaerocephalus","Rayless Goldenhead",0,"","Shrub","","","","","","Yellow","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,0,52.11,"","","",0,0,0,0,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acamptopappus+sphaerocephalus+var.+sphaerocephalus","https://calscape.org/Acamptopappus-sphaerocephalus-var.-sphaerocephalus-%28Rayless-Goldenhead%29","https://calscape.org/storage/app/media/qr/Acamptopappus-sphaerocephalus-var.-sphaerocephalus-%28Rayless-Goldenhead%29.png"
"33","Acanthomintha duttonii","Acanthomintha duttonii","San Mateo Thornmint",0,"","Annual herb","","8 in","","","","Cream, Pink","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,15.6,37.48,"","","",8,8,0,0,"","Dutton's Acanthomintha,San Mateo Thorn-mint","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acanthomintha+duttonii","https://calscape.org/Acanthomintha-duttonii-%28San-Mateo-Thornmint%29","https://calscape.org/storage/app/media/qr/Acanthomintha-duttonii-%28San-Mateo-Thornmint%29.png"
"34","Acanthomintha ilicifolia","Acanthomintha ilicifolia","San Diego Thornmint",0,"","Annual herb","","2 - 6 in","","","","White, Purple, Pink","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,9.58,33.42,"","","",2,6,0,0,"","San Diego Thorn-mint","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acanthomintha+ilicifolia","https://calscape.org/Acanthomintha-ilicifolia-%28San-Diego-Thornmint%29","https://calscape.org/storage/app/media/qr/Acanthomintha-ilicifolia-%28San-Diego-Thornmint%29.png"
"35","Acanthomintha lanceolata","Acanthomintha lanceolata","Santa Clara Thornmint",0,"","Annual herb","","4 - 12 in","","","","White, Lavender","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,6.7,29.43,"","","",4,12,0,0,"","Santa Clara Thorn-mint","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acanthomintha+lanceolata","https://calscape.org/Acanthomintha-lanceolata-%28Santa-Clara-Thornmint%29","https://calscape.org/storage/app/media/qr/Acanthomintha-lanceolata-%28Santa-Clara-Thornmint%29.png"
"36","Acanthomintha obovata","Acanthomintha obovata","San Benito Thorn Mint",0,"","Annual herb","","2 - 10 in","","","","White, Purple","","","Full Sun, Partial Shade","","","","","Never or Almost Never Available","","","Chaparral, Forest, Woodland","Chaparral, Foothill Woodland, Mixed Evergreen Forest","","","","","","","","Grassy slopes",998,7402,7.4,53.32,"<p>Prefers sun or part shade. Likes grassy slopes.</p>","","",2,10,0,0,"Mint, San Benito Thorn","San Benito Thornmint,San Benito Thorn-mint","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acanthomintha+obovata","https://calscape.org/Acanthomintha-obovata-%28San-Benito-Thorn-Mint%29","https://calscape.org/storage/app/media/qr/Acanthomintha-obovata-%28San-Benito-Thorn-Mint%29.png"
"37","Acanthomintha obovata ssp. cordata","Acanthomintha obovata subsp. cordata","Heart-leaved Thorn-mint",0,"","Annual herb","","10 in","","","","","","","Full Sun, Partial Shade","","","","","Never or Almost Never Available","","","Chaparral, Grassland, Woodland","Chaparral, Foothill Woodland, Pinyon-Juniper Woodland, Valley Grassland","","","","","","","","Grassy slopes",551,2651,7.4,53.32,"<p>Prefers sun or part shade. Likes grassy slopes.</p>","","",10,10,0,0,"Mint, Heartleaf Thorn","Heartleaf Thorn-mint","","Rare","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acanthomintha+obovata+subsp.+cordata","https://calscape.org/Acanthomintha-obovata-ssp.-cordata-%28Heart-leaved-Thorn-mint%29","https://calscape.org/storage/app/media/qr/Acanthomintha-obovata-ssp.-cordata-%28Heart-leaved-Thorn-mint%29.png"
"38","Acanthomintha obovata ssp. obovata","Acanthomintha obovata subsp. obovata","San Benito Thornmint",0,"","Annual herb","","","","","","","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,7.86,39.99,"","","",NA,NA,NA,NA,"","San Benito Thorn-mint","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acanthomintha+obovata+subsp.+obovata","https://calscape.org/Acanthomintha-obovata-ssp.-obovata-%28San-Benito-Thornmint%29","https://calscape.org/storage/app/media/qr/Acanthomintha-obovata-ssp.-obovata-%28San-Benito-Thornmint%29.png"
"39","Acanthoscyphus parishii","Acanthoscyphus parishii","Parish's Oxytheca",0,"","Annual herb","","2 ft","","","","","","","","","","","","Never or Almost Never Available","","","Forest","Yellow Pine Forest","","","","","","","","",NA,NA,0,0,"","","",24,24,0,0,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acanthoscyphus+parishii","https://calscape.org/Acanthoscyphus-parishii-%28Parish%27s-Oxytheca%29","https://calscape.org/storage/app/media/qr/Acanthoscyphus-parishii-%28Parish%27s-Oxytheca%29.png"
"40","Acanthoscyphus parishii var. abramsii","Acanthoscyphus parishii var. abramsii","Abrams' Oxytheca",0,"","Annual herb","","4 - 12 in","","","","","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,17.38,46.21,"","","",4,12,0,0,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acanthoscyphus+parishii+var.+abramsii","https://calscape.org/Acanthoscyphus-parishii-var.-abramsii-%28Abrams%27-Oxytheca%29","https://calscape.org/storage/app/media/qr/Acanthoscyphus-parishii-var.-abramsii-%28Abrams%27-Oxytheca%29.png"
"41","Acanthoscyphus parishii var. cienegensis","Acanthoscyphus parishii var. cienegensis","Cienega Seca Oxytheca",0,"","Annual herb","","2 - 16 in","","","","","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,7.31,52.11,"","","",2,16,0,0,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acanthoscyphus+parishii+var.+cienegensis","https://calscape.org/Acanthoscyphus-parishii-var.-cienegensis-%28Cienega-Seca-Oxytheca%29","https://calscape.org/storage/app/media/qr/Acanthoscyphus-parishii-var.-cienegensis-%28Cienega-Seca-Oxytheca%29.png"
"42","Acanthoscyphus parishii var. goodmaniana","Acanthoscyphus parishii var. goodmaniana","Cushenbury Oxytheca",0,"","Annual herb","","2 - 12 in","","","","","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,6.16,36.36,"","","",2,12,0,0,"","Parish's Oxytheca","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acanthoscyphus+parishii+var.+goodmaniana","https://calscape.org/Acanthoscyphus-parishii-var.-goodmaniana-%28Cushenbury-Oxytheca%29","https://calscape.org/storage/app/media/qr/Acanthoscyphus-parishii-var.-goodmaniana-%28Cushenbury-Oxytheca%29.png"
"43","Acanthoscyphus parishii var. parishii","Acanthoscyphus parishii var. parishii","Parish's Oxytheca",0,"","Annual herb","","4 - 24 in","","","","","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,8.29,51.67,"","","",4,24,0,0,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acanthoscyphus+parishii+var.+parishii","https://calscape.org/Acanthoscyphus-parishii-var.-parishii-%28Parish%27s-Oxytheca%29","https://calscape.org/storage/app/media/qr/Acanthoscyphus-parishii-var.-parishii-%28Parish%27s-Oxytheca%29.png"
"44","Acer circinatum","Acer circinatum","Vine Maple",65,"Bats, Butterflies, Caterpillars","Tree","Upright","15 - 30 ft","3 - 6 ft","Moderate, Slow","Winter Deciduous","Green, Red, Yellow","Spring","","Deep Shade, Partial Shade","Fast, Medium, Slow","High, Moderate","Never irrigate once established","Easy","Commonly Available","Douglas fir (Pseudotsuga menziesii), Rocky Mountain Maple (Acer glabrum). Western hemlock (Tsuga heterophylla), Western Red Cedar (Thuja plicata), Sitka Spruce (Picea sitchensis), Service Berry (Amelanchier utahensis), Pacific Silver Fir (Abies amabilis), Dwarf Mahonia (Berberis aquifolium var repens), Ponderosa Pine (Pinus ponderosa), Sitka Alder (Alnus viridis ssp. sinuata), Red Elderberry (Sambucus racemosa), Oceanspray (Holodiscus discolor), Pacific Rhododendron (Rhododendron macrophyllum)","Deer resistant","Forest, Wetland/Riparian","Mixed Evergreen Forest, Forest, Yellow Pine Forest, Wetland-Riparian","Tolerates cold to 0 - 20&deg; F","1, 2, 3, 4*, 5*, 6*, 7*, 8, 9, 14*, 15*, 16*, 17*, 18, 19, 20","Fine with many types of soil as long as well draining.","Clay, Clay Loam, Loam, Loamy Sand, Sandy Clay, Sandy Clay Loam, Silt, Silt Clay Loam, Silt Loam, Silty Clay","5.5 - 7.5","","","Stream banks, forest understories, canyon bottoms",218,6608,17.16,167.94,"Plant in sandy, loamy or clay soils that are at least 24 inches deep, with a pH of 5.5-7.5. It is intolerant of anaerobic soils, intolerant calcareous soils, and requires only moderately fertile soils. Acer circinatum is only slightly drought tolerant. It requires a minimum of 24 inches of water per year, and a maximum of 80 inches of water per year once established. Requires moist soil. Prefers shade. Likes stream banks.","","For propagating by seed:  Scarification, 1-2 mos. warm, and 3-6 mos. cold stratification; when periodic checks during cold stratification indicate incipient germination, the whole lot should be sown ( USDA Forest Service 1974). Use fresh seeds.",180,360,36,72,"Maple, Vine","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acer+circinatum","https://calscape.org/Acer-circinatum-%28Vine-Maple%29","https://calscape.org/storage/app/media/qr/Acer-circinatum-%28Vine-Maple%29.png"
"45","Acer glabrum","Acer glabrum","Rocky Mountain Maple",73,"Bats, Butterflies, Caterpillars","Tree","Upright","15 - 33 ft","","Fast","","Green, Yellow","Spring","","Partial Shade","","Moderate","","Moderate","Rarely Available","","","Forest, Wetland/Riparian","Douglas-Fir Forest, Lodgepole Forest, North Coastal Coniferous Forest, Red Fir Forest, Yellow Pine Forest, Wetland-Riparian","","","Prefers sandy or loamy soils.  Does not grow well in clay soils.","","","","","Spring-moist slopes and canyons",2577,11223,3.94,160.97,"Plant in sandy or loamy soils that are at least 24 inches deep, with a pH of 5.8-7.5. It is intolerant of anaerobic soils, moderately tolerant of calcareous soils, and requires only moderately fertile soils. Acer glabrum is moderately drought tolerant. It requires a minimum of 9 inches of water per year, and a maximum of 60 inches of water per year once established. Requires moist soil. It is moderately tolerant of full shade. Prefers part shade. Likes spring-moist slopes.","","For propagating by seed:  6 mos. warm, then 6 mos. cold stratification (Heit 1971).",180,396,NA,NA,"Maple, Rocky Mountain","California Mountain Maple,Douglas Maple,Dwarf Maple,Mountain Maple,New Mexico Maple","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acer+glabrum","https://calscape.org/Acer-glabrum-%28Rocky-Mountain-Maple%29","https://calscape.org/storage/app/media/qr/Acer-glabrum-%28Rocky-Mountain-Maple%29.png"
"46","Acer glabrum var. diffusum","Acer glabrum var. diffusum","Rocky Mountain Maple",49,"Butterflies, Caterpillars","Tree","","20 ft","","","","","","","","","Moderate","","","Never or Almost Never Available","","","Wetland/Riparian","Wetland-Riparian","","","","","","","","",NA,NA,3.94,69.43,"","","",240,240,NA,NA,"","Mountain Maple","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acer+glabrum+var.+diffusum","https://calscape.org/Acer-glabrum-var.-diffusum-%28Rocky-Mountain-Maple%29","https://calscape.org/storage/app/media/qr/Acer-glabrum-var.-diffusum-%28Rocky-Mountain-Maple%29.png"
"47","Acer glabrum var. douglasii","Acer glabrum var. douglasii","Douglas Maple",1,"Butterflies, Caterpillars","Tree","Upright","20 - 33 ft","","Moderate","","Green, Yellow","Spring","","","","Moderate","","","Never or Almost Never Available","","","","","","","Prefers sandy or loamy soils.  Does not grow well in clay soils.","","","","","",NA,NA,0,0,"<p>Plant in sandy or loamy soils that are at least 24 inches deep, with a pH of 5.5-7.5. It is intolerant of anaerobic soils, intolerant of calcareous soils, and requires only moderately fertile soils. Acer glabrum var. douglasii is only slightly drought tolerant. It requires a minimum of 16 inches of water per year, and a maximum of 50 inches of water per year once established. It is very tolerant of shade.</p>","","",240,396,0,0,"Maple, Douglas","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acer+glabrum+var.+douglasii","https://calscape.org/Acer-glabrum-var.-douglasii-%28Douglas-Maple%29","https://calscape.org/storage/app/media/qr/Acer-glabrum-var.-douglasii-%28Douglas-Maple%29.png"
"48","Acer glabrum var. glabrum","Acer glabrum var. glabrum","Mountain Maple",72,"Butterflies, Caterpillars","Tree","","20 ft","","","","","","","Full Sun, Partial Shade","","Moderate","","","Never or Almost Never Available","","Containers","Wetland/Riparian","Wetland-Riparian","","1, 2, 3, 4, 5, 6, 7, 15, 16, 17","","","","","","Moist slopes and canyons",712,3265,4.79,160.97,"Requires moist soil. Prefers sun. Likes moist slopes.","","",240,240,NA,NA,"Maple, Mountain|Maple, Greene's Mountain","Torrey Maple,Torrey's Mountain Maple","Acer glabrum var. torreyi|Acer glabrum var. greenei","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Acer+glabrum+var.+glabrum","https://calscape.org/Acer-glabrum-var.-glabrum-%28Mountain-Maple%29","https://calscape.org/storage/app/media/qr/Acer-glabrum-var.-glabrum-%28Mountain-Maple%29.png"
