"","Name_submitted","Accepted_name","paperid","inv_ctry","explicit_invdef","explicit_invdefdesc","implicit_invdef","implicit_invdefdesc","locdata","locdata_type","finding"
"83","sorghum halepense","Sorghum halepense","SHAH2019","Pakistan","N",NA,NA,NA,"Y","MAP","the dominance of invasive species resulted in decreased species diversity at the disturbed sites. landslides and road construction were identified as factors promoting the establishment and spread of invasive species in the area."
"84","sorghum halepense","Sorghum halepense","SILV2020B","Brazil","Y","we considered species with invasive potential that are able to cause negative impacts on agriculture and forestry, characterized as crop weeds; plants dispersed by the wind or involuntarily by people, animals, machines; and plants with a tolerance of anthropogenic disturbances (e.g., seeds resistant to fire and high tolerance of herbivory)...",NA,NA,"Y","BOTH","our results showed that naturalized graminoid species in the cerrado biome present invasion risks and potential impacts varying from medium to high. additionally, these landscapes were vulnerable due to their proximity to protected areas, which act as filters against these species and against anthropogenic agents (human population and road density) that may increase the richness and population sizes of these plants."
"85","sorghum halepense","Sorghum halepense","SINC2020A","United States of America","N",NA,NA,NA,"Y","COORDS","our study shows that there can be commonalities in the traits of plants that colonize and invade particular designed ecosystems, as evidenced by five traits broadly shared across the 28 invasive plant species that we found in our 30 surveyed stormwater ponds."
"86","sorghum halepense","Sorghum halepense","SINC2020B","United States of America","N",NA,NA,NA,"Y","BOTH","our research shows the magnitude at which urbanization can drive the proliferation of stormwater ponds, providing thousands of new colonizable habitats. many of these ponds could harbor abundant or diverse communities of invasive plants."
"87","sorghum halepense","Sorghum halepense","SMIT2014B","United States of America","N",NA,NA,NA,"Y","COORDS","considering the low overall emergence, increased propagule pressure may be necessary to increase the possibility of giant miscanthus escape. knowledge gained from our results may help prepare for widespread commercialization, while helping to identify susceptible habitats to seedling establishment and aiding in the development of management protocols."
"88","sorghum halepense","Sorghum halepense","SMIT2015C","United States of America","N",NA,NA,NA,"Y","COORDS","our results suggest that at least short-range movement away from the cultivated field is probable for fertile bioenergy feedstocks."
"89","sorghum halepense","Sorghum halepense","SPIR2014","Argentina","Y","exotic plant assemblages may create persistent vegetation states, which are not only resistant to native community restoration, but may also produce fundamental shifts in ecosystem functioning.",NA,NA,"Y","COORDS","our results suggest that exotic grass dominance affected ecosystem function by producing a more decomposable leaf litter and by increasing soil decomposer activity. these changes might contribute to the extended dominance of fast-growing exotic grasses during old-field succession. further, increased organic matter turnover under novel, exotic communities could reduce the carbon storage capacity of the system in the long term."
"90","sorghum halepense","Sorghum halepense","TOGN2012","Argentina","N",NA,NA,NA,"Y","COORDS","our results show that recovery of native grasses during old-field succession is hierarchically constrained by seed arrival and site preemption by exotic grasses. thus, re-establishment of native grass assemblages may only occur at the expense of displacing exotic resident plants. this highlights the importance of niche-limited species assembly in novel, native/exotic plant communities."
"91","sorghum halepense","Sorghum halepense","TORD2017","Italy","N",NA,NA,NA,"Y","MAP","urban survey plots contained far more invasive species than wooded plots, which have a higher resistance to invasion."
"92","sorghum halepense","Sorghum halepense","VICI2020","Italy","N",NA,NA,NA,"Y","MAP"," in the total list, 1759 taxa were confirmed after 1950, 126 recorded before 1950, 116 considered inquirendae and 81 excludendae. amongst the taxa confirmed after 1950, 1518 are native, 13 cryptogenic and 228 alien, of which 104 considered cultivated and 29 invasive for the arezzo province. data were analysed in relation to number of families, consistence of native and alien flora, chorological and general conservation aspects."
"93","sorghum halepense","Sorghum halepense","VUKO2013","Croatia","N",NA,NA,NA,"Y","MAP","finally, we conclude that the flora of jarun is greatly anthropogenically influenced, but still relatively rich."
"94","sorghum halepense","Sorghum halepense","WAN2019B",NA,"N",NA,NA,NA,"Y","MAP","we found that climate change may not affect the distribution of areas with high monitoring ranks of the 10 most important weed species on a global scale, but such effects may be enhanced following the concomitant changes in ecoregion and biome types."
