"","plant_id","active_growth_period","bloat","c_n_ratio","coppice_potential","fall_conspicuous","fire_resistant","flower_color","flower_conspicuous","foliage_color","foliage_porosity_summer","foliage_porosity_winter","foliage_texture","fruit_seed_color","fruit_seed_conspicuous","growth_form","growth_rate","height_at_20_years_maximum_feet","height_mature_feet","known_allelopath","leaf_retention","lifespan","low_growing_grass","nitrogen_fixation","resprout_ability","shape_and_orientation","toxicity","adapted_to_coarse_textured_soils","adapted_to_fine_textured_soils","adapted_to_medium_textured_soils","anaerobic_tolerance","caco_3_tolerance","cold_stratification_required","drought_tolerance","fertility_requirement","fire_tolerance","frost_free_days_minimum","hedge_tolerance","moisture_use","ph_maximum","ph_minimum","planting_density_per_acre_maximum","planting_density_per_acre_minimum","precipitation_maximum","precipitation_minimum","root_depth_minimum","salinity_tolerance","shade_tolerance","temperature_minimum_f","bloom_period","commercial_availability","fruit_seed_abundance","fruit_seed_period_begin","fruit_seed_period_end","fruit_seed_persistence","propagated_by_bare_root","propagated_by_bulb","propagated_by_container","propagated_by_corm","propagated_by_cuttings","propagated_by_seed","propagated_by_sod","propagated_by_sprigs","propagated_by_tubers","seed_per_pound","seed_spread_rate","seedling_vigor","small_grain","vegetative_spread_rate","berry_nut_seed_product","christmas_tree_product","fodder_product","fuelwood_product","lumber_product","naval_store_product","nursery_stock_product","palatable_browse_animal","palatable_human","post_product","pulpwood_product","veneer_product","Name_submitted","Accepted_name","symbol"
"44",20010,"Spring and Summer","None","Medium","No","No","No","Yellow","No","Gray-Green","Moderate","Porous","Fine","Brown","No","Bunch","Moderate",NA,"2.0","No","No","Moderate","No","None","No","Erect","None","Yes","No","Yes","None","Low","No","High","Low","High","100","None","Low",7.5,6,NA,NA,"16","6","10","Low","Intolerant","-23","Mid Spring","Field Collections Only","Medium","Spring","Summer","No","No","No","No","No","No","Yes","No","No","No","225000","Slow","Medium","No","None","No","No","Yes",NA,"No","No","No","Low","No","No","No","No","Achnatherum thurberianum","Eriocoma thurberiana","ACTH7"
"45",75335,"Spring, Summer, Fall","None","High","No","Yes","No","Red","Yes","Green","Moderate","Porous","Coarse","Red","No","Single Crown","Rapid",NA,"3.0","No","No",NA,"No","None","No","Erect","None","No","No","Yes","None","Low","No","Medium","Medium","None","80","None","Medium",7,5.9,"4800","1100","60","13","6","None","Intermediate","33","Early Summer","No Known Source","High","Summer","Fall","No","Yes","No","Yes","No","Yes","Yes","No","No","No","678000","Slow","Medium","No","None","No","No","No",NA,"No","No","Yes","Low","No","No","No","No","Acalypha virginica","Acalypha virginica","ACVI"
"46",14339,"Spring and Summer","None",NA,"No","No","No","White","No","Green","Porous","Porous","Fine","Brown","No","Rhizomatous","Moderate",NA,"1.7","No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","Medium","High","No","None","Low","None","120","None","High",8,6,"11000","2700","60","10","2","None","Tolerant","-33","Summer","Routinely Available","Medium","Summer","Fall","No","Yes","No","No","No","No","Yes","No","No","No","3000000","Slow","Medium","No","Slow","No","No","No",NA,"No","No","No","Low","No","No","No","No","Adiantum capillus-veneris","Adiantum capillus-veneris","ADCA"
"47",88606,"Fall, Winter and Spring","None",NA,"Yes","No","Yes","White","No","Dark Green","Moderate","Moderate","Medium","Brown","No","Thicket Forming",NA,"6","10.0","Yes","Yes","Moderate","No","None","Yes","Semi-Erect","None","Yes","Yes","Yes","None","Low","No","High","Low","High","120","High","Medium",6,4,"1200","1500","30","6","8","Medium","Intolerant","32","Mid Spring","Contracting Only","Medium","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No","413000","Slow","High","No",NA,"No","No","No",NA,"No","No","No","Medium","No","No","No","No","Adenostoma fasciculatum","Adenostoma fasciculatum","ADFA"
"48",14357,"Spring and Summer","None","Medium","No","Yes","No","Brown","No","Dark Green","Moderate","Porous","Fine","Brown","No","Rhizomatous","Moderate",NA,"1.3","No","No","Moderate","No","None","No","Semi-Erect","None","Yes","No","Yes","Low","Low","No","Low","High","Medium","80","None","Medium",6.6,4.6,"4800","1200","60","36","10","None","Tolerant","-38","Summer","Contracting Only","High","Summer","Fall","No","No","No","Yes","No","No","No","No","Yes","No",NA,"Slow","Low","No","Moderate","No","No","No",NA,"No","No","Yes",NA,"No","No","No","No","Adiantum pedatum","Adiantum pedatum","ADPE"
"49",93129,"Spring and Summer","None","High","No","Yes","No","White","No","Red","Dense","Porous","Coarse","Brown","Yes","Single Stem","Moderate","25","25.0","No","No","Long","No","None","Yes","Erect","Severe","Yes","No","Yes","None","Low","No","High","Low","Medium","175","None","Medium",7.5,5.5,"700","300","75","40","36","None","Intermediate","2","Summer","Contracting Only","Medium","Summer","Fall","No","Yes","No","Yes","No","No","Yes","No","No","No","12","Slow","High","No","None","No","No","No","Low","Yes","No","Yes","Low","Yes","Yes","Yes","No","Aesculus californica","Aesculus californica","AECA"
"50",93131,"Spring and Summer","None","High","No","Yes","No","Yellow","Yes","Green","Dense","Porous","Coarse","Brown","Yes","Single Stem","Moderate","30","65.0","No","No","Long","No","None","Yes","Erect","Severe","No","No","Yes","None","Medium","Yes","Low","High","Low","150","None","High",7,5,"700","300","84","39","36","None","Tolerant","-18","Late Spring","No Known Source","Medium","Summer","Fall","No","Yes","No","Yes","No","No","Yes","No","No","No","28","Slow","High","No","None","No","No","No","Medium","No","No","Yes","Low","No","No","Yes","No","Aesculus flava","Aesculus flava","AEFL"
"51",93135,"Spring and Summer","None","High","No","Yes","No","Green","Yes","Green","Dense","Porous","Coarse","Brown","Yes","Single Stem","Rapid","25","68.0","No","No","Short","No","None","Yes","Erect","Severe","No","Yes","Yes","None","Medium","Yes","Medium","Medium","Low","145","None","Medium",7.1,5,"700","300","60","30","36","None","Tolerant","-33","Mid Spring","Routinely Available","Medium","Spring","Fall","No","Yes","No","Yes","No","No","Yes","No","No","No","58","Slow","High","No","None","No","No","No","Medium","Yes","No","Yes","Low","No","No","Yes","No","Aesculus glabra","Aesculus glabra","AEGL"
"52",93152,"Spring and Summer","None","High","Yes","No","No","Red","Yes","Yellow-Green","Dense","Porous","Coarse","Brown","Yes","Single Stem","Moderate","12","25.0","No","No","Long","No","None","Yes","Erect","Severe","Yes","Yes","Yes","Medium","Medium","No","Low","Medium","Low","180","Low","High",7,3.7,"1100","700","65","36","20","None","Tolerant","-20","Late Spring","No Known Source","Medium","Summer","Fall","No","Yes","No","Yes","No","No","Yes","No","No","No","48","Slow","High","No","None","No","No","No","Medium","No","No","Yes","Low","No","No","No","No","Aesculus pavia","Aesculus pavia","AEPA"
"53",93161,"Spring and Summer","None","High","No","Yes","No","Yellow","Yes","Green","Dense","Porous","Coarse","Brown","Yes","Single Stem","Moderate","30","65.0","No","No","Long","No","None","Yes","Erect","Severe","No","No","Yes","Low","Medium","Yes","Low","High","Low","200","None","High",7,5,"700","300","80","40","36","None","Intermediate","7","Mid Spring","No Known Source","Medium","Summer","Fall","No","Yes","No","Yes","No","No","Yes","No","No","No","40","Slow","High","No","None","No","No","No","Medium","No","No","Yes","Low","No","No","No","No","Aesculus sylvatica","Aesculus sylvatica","AESY"
"54",27007,"Spring, Summer, Fall","None","High","No","Yes","Yes","Yellow","No","Green","Dense","Dense","Coarse","Brown","No","Single Crown","Slow",NA,"6.0","No","Yes","Long","No","None","No","Semi-Erect","None","Yes","No","Yes","None","Medium","No","High","Low","Low","300","Medium","Low",8,6,"1700","1200","14","8","30","Low","Intolerant","12","Indeterminate","No Known Source","Low",NA,NA,"Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","15000","Slow","Low","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Agave americana","Agave americana","AGAM"
"55",31407,"Spring and Summer","None","Medium","No","No","No","Orange","Yes","Green","Porous","Porous","Medium","Brown","Yes","Single Crown","Rapid",NA,"1.0","No","No","Short","No","None","No","Decumbent",NA,"Yes","Yes","Yes","None","Medium","No","Medium","Low","Medium","120","Medium","Medium",7.5,6.6,NA,NA,"69","19","6","None","Intolerant","-33","Mid Spring","Contracting Only","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","755000","Moderate","High","No","None","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Agoseris aurantiaca","Agoseris aurantiaca","AGAU2"
"56",20102,"Spring and Summer","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Fine","Yellow","No","Stoloniferous","Moderate",NA,"1.5","No","No","Short","Yes","None","No","Erect","None","Yes","No","Yes","Low","Medium","No","Low","High","Medium","90","None","High",7.5,5,"43560","43560","60","32","12","Medium","Intolerant","-33","Mid Spring","Routinely Available","Medium","Summer","Summer","No","No","No","No","No","No","Yes","Yes","Yes","No","8247200","Slow","Medium","No","Rapid","No","No","No",NA,"No","No","Yes","Low","No","No","No","No","Agrostis canina","Agrostis canina","AGCA4"
"57",20104,"Spring and Summer","None","Medium","No","No","Yes","Yellow","No","Green","Porous","Porous","Fine","Brown","No","Stoloniferous","Rapid",NA,"2.0","No","No","Short","Yes","None","No","Semi-Erect","None","Yes","No","Yes","Medium","Medium","No","Low","High","Medium","120","None","High",7.5,5,"43560","43560","60","32","12","Medium","Intolerant","-53","Mid Summer","Routinely Available","High","Summer","Summer","No","No","No","No","No","No","Yes","Yes","Yes","No","6129840","Slow","High","No","Rapid","No","No","Yes",NA,"No","No","No","Low","No","No","No","No","Agrostis capillaris","Agrostis capillaris","AGCA5"
"58",20068,"Spring and Fall","None","Medium","No","No","Yes","Yellow","No","Green","Porous","Porous","Fine","Brown","No","Rhizomatous","Rapid",NA,"3.0","No","No","Long","Yes","None","No","Erect","None","Yes","Yes","Yes","None","Medium","Yes","Medium","Medium","Medium","90","None","Medium",8.5,6,NA,NA,"30","6","18","Medium","Intolerant","-43","Early Spring","Routinely Available","Medium","Spring","Summer","Yes","No","No","No","No","No","Yes","No","No","No","311200","Slow","Medium","No","Slow","No","No","Yes",NA,"No","No","No","Medium","No","No","No","No","Agropyron cristatum","Agropyron cristatum","AGCR"
"59",20076,"Spring and Fall","None","Medium","No","No","Yes","Yellow","No","Green","Porous","Porous","Fine","Brown","No","Bunch","Rapid",NA,"3.0","No","No","Long","Yes","None","No","Erect","None","Yes","Yes","Yes","None","Medium","Yes","High","Medium","High","90","None","Medium",8.5,6,NA,NA,"30","6","15","Medium","Intolerant","47","Early Spring","Routinely Available","Medium","Spring","Summer","Yes","No","No","No","No","No","Yes","No","No","No","194120","Slow","Medium","No","Slow","No","No","Yes",NA,"No","No","No","Medium","No","No","No","No","Agropyron desertorum","Agropyron desertorum","AGDE2"
"60",20122,"Spring, Summer, Fall","None","Medium","No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate",NA,"3.0","No","No","Moderate","Yes","None","No","Erect","None","Yes","Yes","Yes","Medium","Low","No","Low","Medium","Medium","90","None","Medium",7.5,5.5,NA,NA,"30","6","10","Low","Intolerant","-38","Late Spring","Contracting Only","Low","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","5600000","Slow","Low","No","Slow","No","No","Yes",NA,"No","No","No","Medium","No","No","No","No","Agrostis exarata","Agrostis exarata","AGEX"
"61",20079,"Spring and Fall","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Fine","Brown","No","Bunch","Rapid",NA,"3.0","No","No","Long","No","None","No","Erect","None","Yes","No","Yes","None","Medium","No","High","Low","Medium","90","None","Medium",9,5.6,NA,NA,"25","8","10","High","Intolerant","-43","Spring","Routinely Available","High","Summer","Summer","Yes","No","No","No","No","No","Yes","No","No","No","206000","Moderate","High","No","Slow","No","No","Yes",NA,"No","No","No","Medium","No","No","No","No","Agropyron fragile","Agropyron fragile","AGFR"
"62",20136,"Spring and Summer","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Fine","Brown","No","Rhizomatous","Rapid",NA,"2.0","No","No","Short","Yes","None","No","Erect","None","Yes","Yes","Yes","Medium","None","No","Medium","Medium","High","90","None","Medium",8,4.5,NA,NA,"60","30","20","None","Intolerant","-38","Mid Spring","Routinely Available","High","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","4851200","Slow","High","No","Rapid","No","No","Yes",NA,"No","No","No","Low","No","No","No","No","Agrostis gigantea","Agrostis gigantea","AGGI2"
"63",31417,"Spring and Summer","None","Medium","No","No","No","Yellow","Yes","Green","Porous","Porous","Medium","Brown","Yes","Single Crown","Rapid",NA,"1.0","No","No","Short","No","None","No","Decumbent","None","Yes","Yes","Yes","None","Medium","No","Medium","Low","Medium","120","Medium","Medium",8,6,NA,NA,"69","10","6","None","Intolerant","-33","Mid Spring","No Known Source","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","560000","Moderate","High","No","None","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Agoseris glauca","Agoseris glauca","AGGL"
"64",31438,"Spring","None","Medium","No","No","No","Yellow","Yes","Green","Porous","Porous","Coarse","Brown","No","Single Crown","Moderate",NA,"1.8","No","No","Short","No","None","No","Prostrate","None","Yes","Yes","Yes","Low","Medium","No","Medium","Medium","High","120","None","Medium",7.3,5.8,NA,NA,"20","12","8","None","Intolerant","-13","Spring","No Known Source","Medium","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","273665","Moderate","Medium","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Agoseris grandiflora","Agoseris grandiflora","AGGR"
"65",88612,"Spring","None",NA,"No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Single Stem","Moderate",NA,"5.9","No","No","Moderate","No","None","No","Erect","None","Yes","No","Yes","None","Medium","No","Low","Low","None","120","None","Medium",7,4.5,"11000","2700","55","15","6","None","Intermediate","-43","Summer","No Known Source","Medium","Summer","Fall","No","Yes","No","No","No","No","Yes","No","No","No","250000","Slow","Medium","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Agrimonia gryposepala","Agrimonia gryposepala","AGGR2"
"66",20153,"Spring, Summer, Fall","None","Low","No","No","No","Green","No","Green","Dense","Porous","Coarse","Brown","No","Bunch","Moderate",NA,"3.5","No","No","Short","Yes","None","No","Erect","None","No","Yes","Yes","High","None","No","Low","Medium","High","130","None","High",7.5,5,NA,NA,"45","20","8","Medium","Intermediate","-33","Mid Spring","Routinely Available","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","8500000","Slow","Low","No","Moderate","No","No","Yes",NA,"No","No","No","Low","No","No","No","No","Agrostis hyemalis","Agrostis hyemalis","AGHY"
"67",20156,"Spring, Summer, Fall","None","Medium","No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Bunch","Moderate",NA,"1.4","No","No","Moderate","No","None","No","Erect","None","Yes","No","Yes","Medium","Medium","No","Medium","Medium","Medium","90","None","Medium",7.5,5.5,NA,NA,"30","10","10","Low","Intolerant","-38","Late Spring","No Known Source","Low","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","6000000","Slow","Low","No","None","No","No","Yes",NA,"No","No","No","Medium","No","No","No","No","Agrostis idahoensis","Agrostis idahoensis","AGID"
"68",45525,"Spring and Summer","None","Medium","No","No","No","Red","Yes","Dark Green","Moderate","Porous","Coarse","Green","No","Rhizomatous","Moderate",NA,"2.0","No","No","Moderate","No","None","No","Erect","None","Yes","No","Yes","Low","Low","No","High","Low","Medium","130","None","Low",6.2,5.6,"4800","2700","65","12","12","Low","Intolerant","-23","Late Spring","No Known Source","Low","Summer","Summer","No","No","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Slow","No","No","No",NA,"No","No","No","Low","No","No","No","No","Agastache parvifolia","Agastache parvifolia","AGPA2"
"69",88620,"Spring and Summer","None","Low","No","No","No","Yellow","Yes","Green","Porous","Porous","Medium","Green","No","Multiple Stem","Rapid",NA,"6.0","No","No","Short","No","None","No","Erect","None","Yes","Yes","Yes","Low","Low","Yes","Low","Low","Low","160","Low","High",8,6,"5000","2013","50","24","6","None","Intermediate","-33","Mid Summer","No Known Source","Medium","Summer","Fall","No","Yes","No","Yes","No","No","Yes","No","No","No","288000","Moderate","Medium","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Agrimonia parviflora","Agrimonia parviflora","AGPA6"
"70",20175,"Spring and Summer","None","Low","No","No","No","Green","No","Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate",NA,"2.0","No","No","Short","Yes","None","No","Erect","None","No","Yes","Yes","None","None","No","Low","Medium","High","210","None","High",8,5.5,NA,NA,"18","12","8","None","Intermediate","-23","Mid Spring","No Known Source","Low","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","8000000","Slow","Low","No","Moderate","No","No","Yes",NA,"No","No","No","Low","No","No","No","No","Agrostis pallens","Agrostis pallens","AGPA8"
"71",20180,"Spring, Summer, Fall","None","Low","No","No","No","Green","No","Green","Moderate","Porous","Medium","Brown","No","Rhizomatous","Moderate",NA,"3.5","No","No","Short","No","None","No","Decumbent","None","No","Yes","Yes","High","None","No","Low","Medium","High","120","None","High",7.5,5.5,NA,NA,"56","32","8","None","Intermediate","-33","Mid Summer","No Known Source","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","8000000","Slow","Low","No","Moderate","No","No","Yes",NA,"No","No","No","Low","No","No","No","No","Agrostis perennans","Agrostis perennans","AGPE"
"72",88624,"Spring","None",NA,"No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Single Stem","Moderate",NA,"2.3","No","No","Moderate","No","None","No","Erect","None","Yes","No","Yes","High","Medium","No","Low","Low","None","120","None","Medium",7,4.5,"11000","2700","50","35","6","None","Intermediate","-33","Summer","No Known Source","Medium","Summer","Fall","No","Yes","No","No","No","No","Yes","No","No","No","250000","Slow","Medium","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Agrimonia rostellata","Agrimonia rostellata","AGRO3"
