"","genus","ResolvedName","csr_c","csr_r","usda_habit","usda_growth","usda_allelo","usda_lifespan","usda_nitro","usda_toxic","hyb_prop","hyb_ratio","gpi_inv_cong","gpi_inv_else","will_rangesize","will_preciprange","will_phrange"
"170","Atriplex","Atriplex lentiformis",NA,NA,"Subshrub, Shrub","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"171","Atriplex","Atriplex lentiformis subsp. breweri",NA,NA,NA,NA,NA,NA,NA,NA,0.158940397,0.119205298,TRUE,FALSE,NA,NA,NA
"172","Atriplex","Atriplex lentiformis subsp. breweri",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"173","Atriplex","Atriplex leucophylla",NA,NA,NA,NA,NA,NA,NA,NA,0.158940397,0.119205298,TRUE,FALSE,86457960585,3982.060059,4.999999523
"174","Atriplex","Atriplex leucophylla",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,86457960585,3982.060059,4.999999523
"175","Atriplex","Atriplex patula",50.8351798361595,49.1648201638405,NA,NA,NA,NA,NA,NA,0.158940397,0.119205298,TRUE,TRUE,NA,NA,NA
"176","Atriplex","Atriplex patula",50.8351798361595,49.1648201638405,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA
"177","Atriplex","Atriplex polycarpa",NA,NA,"Shrub","Slow","No","Moderate","None","None",0.158940397,0.119205298,TRUE,FALSE,4.07e+11,1471.01001,5.82000041
"178","Atriplex","Atriplex polycarpa",NA,NA,"Shrub","Slow","No","Moderate","None","None",0,0,TRUE,FALSE,4.07e+11,1471.01001,5.82000041
"179","Atriplex","Atriplex spinifera",NA,NA,NA,NA,NA,NA,NA,NA,0.158940397,0.119205298,TRUE,FALSE,1.39e+11,1471.01001,5.719999552
"180","Atriplex","Atriplex spinifera",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,1.39e+11,1471.01001,5.719999552
"181","Atriplex","Atriplex watsonii",NA,NA,NA,NA,NA,NA,NA,NA,0.158940397,0.119205298,TRUE,FALSE,43869173005,1219.170044,4.559999466
"182","Atriplex","Atriplex watsonii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,43869173005,1219.170044,4.559999466
"183","Baccharis","Baccharis glutinosa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"184","Baccharis","Baccharis pilularis",NA,NA,"Subshrub, Shrub","Moderate","No","Moderate","None","Slight",0,0,TRUE,FALSE,NA,NA,NA
"185","Baccharis","Baccharis pilularis subsp. consanguinea",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"186","Baccharis","Baccharis pilularis subsp. pilularis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"187","Baccharis","Baccharis salicifolia",NA,NA,"Shrub","Rapid","No","Short","None","None",0,0,TRUE,FALSE,8.28e+11,2835.949951,7.460000396
"188","Baccharis","Baccharis salicina",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,5.51e+11,1138.519951,7.460000396
"189","Baccharis","Baccharis sarothroides",NA,NA,"Shrub","Moderate","No","Short","None","Slight",0,0,TRUE,FALSE,2.98e+11,926.4600143,5.75999999
"190","Bahiopsis","Bahiopsis laciniata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,12953944160,723.7700195,2.480000019
"191","Baileya","Baileya multiradiata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,7.02e+11,1134.089951,7.460000396
"192","Balsamorhiza","Balsamorhiza hookeri",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",7.272727273,0.363636364,TRUE,FALSE,7.28e+11,3958.869911,5.82000041
"193","Bebbia","Bebbia juncea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,5.13e+11,1282.420044,7.460000396
"194","Berberis","Berberis aquifolium",47.8747687425802,0,"Subshrub, Shrub","Moderate","No","Long","None","None",0.362318841,0.041666667,TRUE,TRUE,NA,NA,NA
"195","Berberis","Berberis aquifolium",47.8747687425802,0,"Subshrub, Shrub","Moderate","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"196","Berberis","Berberis repens",NA,NA,"Subshrub, Shrub","Slow","No","Long","None","None",0.362318841,0.041666667,TRUE,TRUE,NA,NA,NA
"197","Berberis","Berberis repens",NA,NA,"Subshrub, Shrub","Slow","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"198","Berberis","Berberis fremontii",NA,NA,NA,NA,NA,NA,NA,NA,0.362318841,0.041666667,TRUE,FALSE,5.1e+11,1182.229965,7.460000396
"199","Berberis","Berberis fremontii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,5.1e+11,1182.229965,7.460000396
"200","Berberis","Berberis nervosa",NA,NA,"Subshrub, Shrub","Slow","No","Long","None","None",0.362318841,0.041666667,TRUE,FALSE,NA,NA,NA
"201","Berberis","Berberis nervosa",NA,NA,"Subshrub, Shrub","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"202","Berberis","Berberis nevinii",NA,NA,NA,NA,NA,NA,NA,NA,0.362318841,0.041666667,TRUE,FALSE,92031118218,1134.089951,4.559999466
"203","Berberis","Berberis nevinii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,92031118218,1134.089951,4.559999466
"204","Berberis","Berberis pinnata",NA,NA,NA,NA,NA,NA,NA,NA,0.362318841,0.041666667,TRUE,FALSE,86731631471,4472.009766,4.999999523
"205","Berberis","Berberis pinnata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,86731631471,4472.009766,4.999999523
"206","Berberis","Berberis moranensis",NA,NA,NA,NA,NA,NA,NA,NA,0.362318841,0.041666667,TRUE,FALSE,NA,NA,NA
"207","Berberis","Berberis moranensis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"208","Bergerocactus","Bergerocactus emoryi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,21411321167,1101.140015,4.559999466
"209","Betula","Betula occidentalis",NA,NA,"Tree, Shrub","Rapid","No","Short","None","None",2.645502646,0.357142857,TRUE,FALSE,NA,NA,NA
"210","Bidens","Bidens laevis",NA,NA,"Forb/herb","Rapid","No","Short","None","None",0.324569945,0.126582278,TRUE,FALSE,NA,NA,NA
"211","Bidens","Bidens laevis",NA,NA,"Forb/herb","Rapid","No","Short","None","None",0,0,TRUE,FALSE,NA,NA,NA
"212","Bloomeria","Bloomeria crocea",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.17e+11,1446.840012,5.719999552
"213","Bolboschoenus","Bolboschoenus maritimus",38.4237002894914,13.5530373572275,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"214","Bolboschoenus","Bolboschoenus robustus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"215","Bothriochloa","Bothriochloa barbinodis",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"216","Bouteloua","Bouteloua curtipendula",15.212511475036,18.7765212933518,"Graminoid","Moderate","No","Moderate","None","None",0.284900285,0.037037037,TRUE,FALSE,NA,NA,NA
"217","Bouteloua","Bouteloua gracilis",4.73592129987492,22.162143684581,"Graminoid","Rapid","No","Moderate","None","None",0.284900285,0.037037037,TRUE,TRUE,NA,NA,NA
"218","Boykinia","Boykinia occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA
"219","Brickellia","Brickellia californica",NA,NA,NA,NA,NA,NA,NA,NA,0.362318841,0.041666667,FALSE,FALSE,1.37e+12,4505.009766,7.460000396
"220","Brickellia","Brickellia californica",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.37e+12,4505.009766,7.460000396
"221","Brodiaea","Brodiaea californica",NA,NA,NA,NA,NA,NA,NA,NA,1.098901099,0.071428571,FALSE,FALSE,NA,NA,NA
"222","Brodiaea","Brodiaea elegans",NA,NA,NA,NA,NA,NA,NA,NA,1.098901099,0.071428571,FALSE,FALSE,3.27e+11,4606.559921,5.719999552
"223","Brodiaea","Brodiaea jolonensis",NA,NA,NA,NA,NA,NA,NA,NA,1.098901099,0.071428571,FALSE,FALSE,52368789967,1297.670044,4.559999466
"224","Brodiaea","Brodiaea minor",NA,NA,NA,NA,NA,NA,NA,NA,1.098901099,0.071428571,FALSE,FALSE,55984570163,2674.869949,5.299999475
"225","Bromus","Bromus carinatus",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,FALSE,55555988026,3143.779877,4.46999979
"226","Bromus","Bromus carinatus",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,FALSE,55555988026,3143.779877,4.46999979
"227","Bromus","Bromus carinatus",NA,NA,"Graminoid","Rapid","No","Short","None","None",0.031735957,0.02173913,TRUE,FALSE,55555988026,3143.779877,4.46999979
"228","Bromus","Bromus carinatus",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,FALSE,55555988026,3143.779877,4.46999979
"229","Calamagrostis","Calamagrostis foliosa",NA,NA,NA,NA,NA,NA,NA,NA,5,0.1,TRUE,FALSE,20929072072,3141.759888,2.859999657
"230","Calamagrostis","Calamagrostis foliosa",NA,NA,NA,NA,NA,NA,NA,NA,1.341463415,0.268292683,TRUE,FALSE,20929072072,3141.759888,2.859999657
"231","Calamagrostis","Calamagrostis foliosa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,20929072072,3141.759888,2.859999657
"232","Calamagrostis","Calamagrostis nutkaensis",NA,NA,NA,NA,NA,NA,NA,NA,5,0.1,TRUE,FALSE,NA,NA,NA
"233","Calamagrostis","Calamagrostis nutkaensis",NA,NA,NA,NA,NA,NA,NA,NA,1.341463415,0.268292683,TRUE,FALSE,NA,NA,NA
"234","Calamagrostis","Calamagrostis nutkaensis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"235","Calandrinia","Calandrinia ciliata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA
"236","Calliandra","Calliandra californica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA
"237","Calliandra","Calliandra eriophylla",NA,NA,"Subshrub, Shrub","Moderate","No","Moderate","Low","None",NA,NA,TRUE,FALSE,2.92e+11,1023.580009,7.399999976
"238","Calocedrus","Calocedrus decurrens",NA,NA,"Tree","Slow","No","Long","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"239","Calochortus","Calochortus albus",NA,NA,NA,NA,NA,NA,NA,NA,0.134680135,0.036363636,FALSE,FALSE,1.52e+11,2811.779953,5.719999552
"240","Calochortus","Calochortus splendens",NA,NA,NA,NA,NA,NA,NA,NA,0.134680135,0.036363636,FALSE,FALSE,1.61e+11,1642.829941,4.999999523
"241","Calochortus","Calochortus uniflorus",NA,NA,NA,NA,NA,NA,NA,NA,0.134680135,0.036363636,FALSE,FALSE,96845393898,3883.339905,3.949999809
"242","Calochortus","Calochortus venustus",NA,NA,NA,NA,NA,NA,NA,NA,0.134680135,0.036363636,FALSE,FALSE,1.82e+11,2802.949951,5.719999552
"243","Caltha","Caltha leptosepala",NA,NA,"Forb/herb","Moderate","No","Moderate","None","Slight",NA,NA,FALSE,FALSE,NA,NA,NA
"244","Calycanthus","Calycanthus occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"245","Calypso","Calypso bulbosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"246","Calyptridium","Calyptridium umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,1.282051282,0.076923077,FALSE,FALSE,NA,NA,NA
"247","Calystegia","Calystegia macrostegia",NA,NA,NA,NA,NA,NA,NA,NA,1.176470588,0.2,TRUE,FALSE,1.23e+11,1311.560043,4.559999466
"248","Calystegia","Calystegia macrostegia subsp. cyclostegia",NA,NA,NA,NA,NA,NA,NA,NA,1.176470588,0.2,TRUE,FALSE,NA,NA,NA
"249","Calystegia","Calystegia purpurata",NA,NA,NA,NA,NA,NA,NA,NA,1.176470588,0.2,TRUE,FALSE,78143766575,3855.819885,4.549999714
"250","Calystegia","Calystegia soldanella",49.4140425944038,50.5859574055962,NA,NA,NA,NA,NA,NA,1.176470588,0.2,TRUE,FALSE,NA,NA,NA
"251","Camassia","Camassia quamash",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0,0,FALSE,FALSE,NA,NA,NA
"252","Camissoniopsis","Camissoniopsis cheiranthifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,1.01e+11,4472.009766,4.999999523
"253","Campanula","Campanula rotundifolia",7.37046165089348,69.0255387718467,NA,NA,NA,NA,NA,NA,0.005569479,0.005263158,TRUE,FALSE,NA,NA,NA
"254","Campanula","Campanula rotundifolia",7.37046165089348,69.0255387718467,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"255","Carex","Carex amplifolia",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"256","Carex","Carex amplifolia",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"257","Carex","Carex amplifolia",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"258","Carex","Carex angustata",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,3.63e+11,3931.349892,5.920000315
"259","Carex","Carex angustata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,3.63e+11,3931.349892,5.920000315
"260","Carex","Carex angustata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,3.63e+11,3931.349892,5.920000315
"261","Carex","Carex aquatilis var. aquatilis",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"262","Carex","Carex aquatilis var. aquatilis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"263","Carex","Carex aquatilis var. aquatilis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"264","Carex","Carex aquatilis var. dives",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"265","Carex","Carex aquatilis var. dives",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"266","Carex","Carex aquatilis var. dives",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"267","Carex","Carex arcta",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"268","Carex","Carex arcta",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"269","Carex","Carex arcta",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"270","Carex","Carex athrostachya",NA,NA,"Graminoid","Slow","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"271","Carex","Carex athrostachya",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"272","Carex","Carex athrostachya",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"273","Carex","Carex aurea",NA,NA,"Graminoid","Slow","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"274","Carex","Carex aurea",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"275","Carex","Carex aurea",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"276","Carex","Carex barbarae",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,2.76e+11,4485.899765,5.719999552
"277","Carex","Carex barbarae",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,2.76e+11,4485.899765,5.719999552
"278","Carex","Carex barbarae",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,2.76e+11,4485.899765,5.719999552
"279","Carex","Carex brevicaulis",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"280","Carex","Carex brevicaulis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"281","Carex","Carex brevicaulis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"282","Carex","Carex comosa",NA,NA,"Graminoid","Slow","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"283","Carex","Carex comosa",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"284","Carex","Carex comosa",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"285","Carex","Carex cusickii",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"286","Carex","Carex cusickii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"287","Carex","Carex cusickii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"288","Carex","Carex densa",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,1.02e+11,3855.819885,5.819999933
"289","Carex","Carex densa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,1.02e+11,3855.819885,5.819999933
"290","Carex","Carex densa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,1.02e+11,3855.819885,5.819999933
"291","Carex","Carex diandra",NA,NA,"Graminoid","Slow","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"292","Carex","Carex diandra",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"293","Carex","Carex diandra",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"294","Carex","Carex douglasii",NA,NA,"Graminoid","Slow","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"295","Carex","Carex douglasii",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"296","Carex","Carex douglasii",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"297","Carex","Carex exsiccata",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"298","Carex","Carex exsiccata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"299","Carex","Carex exsiccata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"300","Carex","Carex feta",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"301","Carex","Carex feta",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"302","Carex","Carex feta",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"303","Carex","Carex filifolia var. filifolia",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"304","Carex","Carex filifolia var. filifolia",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"305","Carex","Carex filifolia var. filifolia",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"306","Carex","Carex geyeri",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"307","Carex","Carex geyeri",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"308","Carex","Carex geyeri",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"309","Carex","Carex globosa",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,87898059712,3945.389893,4.999999523
"310","Carex","Carex globosa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,87898059712,3945.389893,4.999999523
"311","Carex","Carex globosa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,87898059712,3945.389893,4.999999523
"312","Carex","Carex gynodynama",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,70368007782,4276.029755,3.449999809
"313","Carex","Carex gynodynama",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,70368007782,4276.029755,3.449999809
"314","Carex","Carex gynodynama",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,70368007782,4276.029755,3.449999809
"315","Carex","Carex harfordii",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,50320830308,3855.819885,4.039999962
"316","Carex","Carex harfordii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,50320830308,3855.819885,4.039999962
"317","Carex","Carex harfordii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,50320830308,3855.819885,4.039999962
"318","Carex","Carex haydeniana",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"319","Carex","Carex haydeniana",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"320","Carex","Carex haydeniana",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"321","Carex","Carex heteroneura",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"322","Carex","Carex heteroneura",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"323","Carex","Carex heteroneura",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"324","Carex","Carex hoodii",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"325","Carex","Carex hoodii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"326","Carex","Carex hoodii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"327","Carex","Carex hystericina",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"328","Carex","Carex hystericina",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"329","Carex","Carex hystericina",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"330","Carex","Carex inops subsp. inops",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"331","Carex","Carex inops subsp. inops",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"332","Carex","Carex inops subsp. inops",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"333","Carex","Carex interior",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"334","Carex","Carex interior",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"335","Carex","Carex interior",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"336","Carex","Carex laeviculmis",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"337","Carex","Carex laeviculmis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"338","Carex","Carex laeviculmis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"339","Carex","Carex lasiocarpa",23.2610974576313,4.22749168773286,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"340","Carex","Carex lasiocarpa",23.2610974576313,4.22749168773286,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"341","Carex","Carex lasiocarpa",23.2610974576313,4.22749168773286,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"342","Carex","Carex lemmonii",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,1.56e+11,2816.839951,5.719999552
"343","Carex","Carex lemmonii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,1.56e+11,2816.839951,5.719999552
"344","Carex","Carex lemmonii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,1.56e+11,2816.839951,5.719999552
"345","Carex","Carex kelloggii var. kelloggii",NA,NA,"Graminoid","Moderate","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"346","Carex","Carex kelloggii var. kelloggii",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"347","Carex","Carex kelloggii var. kelloggii",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"348","Carex","Carex leporina",14.140751640606,35.2401605718933,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,1.84e+11,4600.819839,4.630000114
"349","Carex","Carex leporina",14.140751640606,35.2401605718933,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,1.84e+11,4600.819839,4.630000114
"350","Carex","Carex leporina",14.140751640606,35.2401605718933,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,1.84e+11,4600.819839,4.630000114
"351","Carex","Carex leptopoda",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"352","Carex","Carex leptopoda",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"353","Carex","Carex leptopoda",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"354","Carex","Carex lyngbyei",NA,NA,"Graminoid",NA,"No","Short","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"355","Carex","Carex lyngbyei",NA,NA,"Graminoid",NA,"No","Short","None","None",0,0,TRUE,FALSE,NA,NA,NA
"356","Carex","Carex lyngbyei",NA,NA,"Graminoid",NA,"No","Short","None","None",0,0,TRUE,FALSE,NA,NA,NA
"357","Carex","Carex mertensii",NA,NA,"Graminoid","Slow","No","Short","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"358","Carex","Carex mertensii",NA,NA,"Graminoid","Slow","No","Short","None","None",0,0,TRUE,FALSE,NA,NA,NA
"359","Carex","Carex mertensii",NA,NA,"Graminoid","Slow","No","Short","None","None",0,0,TRUE,FALSE,NA,NA,NA
