"","genus","ResolvedName","csr_c","csr_r","usda_habit","usda_growth","usda_allelo","usda_lifespan","usda_nitro","usda_toxic","hyb_prop","hyb_ratio","gpi_inv_cong","gpi_inv_else","will_rangesize","will_preciprange","will_phrange","reg_native","gir_nuisance","Seed_Dispersal_Category"
"144","Asarum","Asarum lemmonii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,32047676169,2695.029953,5.529999971,FALSE,FALSE,NA
"145","Asclepias","Asclepias cordifolia",NA,NA,NA,NA,NA,NA,NA,NA,0.037023325,0.013513514,TRUE,FALSE,2.8e+11,4456.609764,5.819999933,FALSE,FALSE,NA
"146","Asclepias","Asclepias cryptoceras",NA,NA,NA,NA,NA,NA,NA,NA,0.037023325,0.013513514,TRUE,FALSE,6.57e+11,1699.850014,7.460000396,FALSE,FALSE,NA
"147","Asclepias","Asclepias eriocarpa",NA,NA,NA,NA,NA,NA,NA,NA,0.037023325,0.013513514,TRUE,FALSE,2.45e+11,3959.279892,5.719999552,FALSE,FALSE,NA
"148","Asclepias","Asclepias erosa",NA,NA,NA,NA,NA,NA,NA,NA,0.037023325,0.013513514,TRUE,FALSE,4.51e+11,1662,7.460000396,FALSE,FALSE,NA
"149","Asclepias","Asclepias fascicularis",NA,NA,NA,NA,NA,NA,NA,NA,0.037023325,0.013513514,TRUE,FALSE,8.02e+11,4505.009766,7.460000396,FALSE,FALSE,NA
"150","Asclepias","Asclepias speciosa",NA,NA,"Forb/herb","Moderate","No","Long","None","Slight",0.037023325,0.013513514,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"151","Asclepias","Asclepias subulata",NA,NA,NA,NA,NA,NA,NA,NA,0.037023325,0.013513514,TRUE,FALSE,2.38e+11,1138.519951,5.75999999,FALSE,FALSE,NA
"152","Astragalus","Astragalus pomonensis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,97153035195,1134.089951,4.019999504,FALSE,FALSE,NA
"153","Astragalus","Astragalus trichopodus",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"154","Astragalus","Astragalus trichopodus var. lonchus",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"155","Smithiastrum","Smithiastrum prenanthoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2.11e+11,4364.089767,5.529999971,FALSE,FALSE,NA
"156","Athyrium","Athyrium filix-femina",NA,NA,"Forb/herb","Moderate","No","Long","None","None",NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"157","Atriplex","Atriplex argentea var. expansa",NA,NA,NA,NA,NA,NA,NA,NA,0.158940397,0.119205298,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"158","Atriplex","Atriplex argentea var. expansa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"159","Atriplex","Atriplex canescens",NA,NA,"Shrub","Rapid","No","Moderate","None","None",0.158940397,0.119205298,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"160","Atriplex","Atriplex canescens",NA,NA,"Shrub","Rapid","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"161","Atriplex","Atriplex canescens var. linearis",NA,NA,NA,NA,NA,NA,NA,NA,0.158940397,0.119205298,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"162","Atriplex","Atriplex canescens var. linearis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"163","Atriplex","Atriplex confertifolia",NA,NA,"Subshrub, Shrub","Slow","Yes","Moderate","None","None",0.158940397,0.119205298,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"164","Atriplex","Atriplex confertifolia",NA,NA,"Subshrub, Shrub","Slow","Yes","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"165","Atriplex","Atriplex gardneri var. falcata",NA,NA,NA,NA,NA,NA,NA,NA,0.158940397,0.119205298,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"166","Atriplex","Atriplex gardneri var. falcata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"167","Atriplex","Atriplex hymenelytra",NA,NA,NA,NA,NA,NA,NA,NA,0.158940397,0.119205298,TRUE,FALSE,2.98e+11,1282.420044,5.82000041,FALSE,FALSE,NA
"168","Atriplex","Atriplex hymenelytra",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,2.98e+11,1282.420044,5.82000041,FALSE,FALSE,NA
"169","Atriplex","Atriplex lentiformis",NA,NA,"Subshrub, Shrub","Moderate","No","Long","None","None",0.158940397,0.119205298,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"170","Atriplex","Atriplex lentiformis",NA,NA,"Subshrub, Shrub","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"171","Atriplex","Atriplex lentiformis subsp. breweri",NA,NA,NA,NA,NA,NA,NA,NA,0.158940397,0.119205298,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"172","Atriplex","Atriplex lentiformis subsp. breweri",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"173","Atriplex","Atriplex leucophylla",NA,NA,NA,NA,NA,NA,NA,NA,0.158940397,0.119205298,TRUE,FALSE,86457960585,3982.060059,4.999999523,FALSE,FALSE,NA
"174","Atriplex","Atriplex leucophylla",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,86457960585,3982.060059,4.999999523,FALSE,FALSE,NA
"175","Atriplex","Atriplex patula",50.8351798361595,49.1648201638405,NA,NA,NA,NA,NA,NA,0.158940397,0.119205298,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"176","Atriplex","Atriplex patula",50.8351798361595,49.1648201638405,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"177","Atriplex","Atriplex polycarpa",NA,NA,"Shrub","Slow","No","Moderate","None","None",0.158940397,0.119205298,TRUE,FALSE,4.07e+11,1471.01001,5.82000041,FALSE,FALSE,NA
"178","Atriplex","Atriplex polycarpa",NA,NA,"Shrub","Slow","No","Moderate","None","None",0,0,TRUE,FALSE,4.07e+11,1471.01001,5.82000041,FALSE,FALSE,NA
"179","Atriplex","Atriplex spinifera",NA,NA,NA,NA,NA,NA,NA,NA,0.158940397,0.119205298,TRUE,FALSE,1.39e+11,1471.01001,5.719999552,FALSE,FALSE,NA
"180","Atriplex","Atriplex spinifera",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,1.39e+11,1471.01001,5.719999552,FALSE,FALSE,NA
"181","Atriplex","Atriplex watsonii",NA,NA,NA,NA,NA,NA,NA,NA,0.158940397,0.119205298,TRUE,FALSE,43869173005,1219.170044,4.559999466,FALSE,FALSE,NA
"182","Atriplex","Atriplex watsonii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,43869173005,1219.170044,4.559999466,FALSE,FALSE,NA
"183","Baccharis","Baccharis glutinosa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"184","Baccharis","Baccharis pilularis",NA,NA,"Subshrub, Shrub","Moderate","No","Moderate","None","Slight",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"185","Baccharis","Baccharis pilularis subsp. consanguinea",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"186","Baccharis","Baccharis pilularis subsp. pilularis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"187","Baccharis","Baccharis salicifolia",NA,NA,"Shrub","Rapid","No","Short","None","None",0,0,TRUE,FALSE,8.28e+11,2835.949951,7.460000396,FALSE,FALSE,NA
"188","Baccharis","Baccharis salicina",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,5.51e+11,1138.519951,7.460000396,FALSE,FALSE,"Anemochory"
"189","Baccharis","Baccharis sarothroides",NA,NA,"Shrub","Moderate","No","Short","None","Slight",0,0,TRUE,FALSE,2.98e+11,926.4600143,5.75999999,FALSE,FALSE,"Anemochory"
"190","Bahiopsis","Bahiopsis laciniata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,12953944160,723.7700195,2.480000019,FALSE,FALSE,"Zoochory"
"191","Baileya","Baileya multiradiata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,7.02e+11,1134.089951,7.460000396,FALSE,FALSE,NA
"192","Balsamorhiza","Balsamorhiza hookeri",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",7.272727273,0.363636364,TRUE,FALSE,7.28e+11,3958.869911,5.82000041,FALSE,FALSE,NA
"193","Bebbia","Bebbia juncea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,5.13e+11,1282.420044,7.460000396,FALSE,FALSE,NA
"194","Berberis","Berberis aquifolium",47.8747687425802,0,"Subshrub, Shrub","Moderate","No","Long","None","None",0.362318841,0.041666667,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"195","Berberis","Berberis aquifolium",47.8747687425802,0,"Subshrub, Shrub","Moderate","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"196","Berberis","Berberis repens",NA,NA,"Subshrub, Shrub","Slow","No","Long","None","None",0.362318841,0.041666667,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"197","Berberis","Berberis repens",NA,NA,"Subshrub, Shrub","Slow","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"198","Berberis","Berberis fremontii",NA,NA,NA,NA,NA,NA,NA,NA,0.362318841,0.041666667,TRUE,FALSE,5.1e+11,1182.229965,7.460000396,FALSE,FALSE,"Zoochory"
"199","Berberis","Berberis fremontii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,5.1e+11,1182.229965,7.460000396,FALSE,FALSE,"Zoochory"
"200","Berberis","Berberis nervosa",NA,NA,"Subshrub, Shrub","Slow","No","Long","None","None",0.362318841,0.041666667,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"201","Berberis","Berberis nervosa",NA,NA,"Subshrub, Shrub","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"202","Berberis","Berberis nevinii",NA,NA,NA,NA,NA,NA,NA,NA,0.362318841,0.041666667,TRUE,FALSE,92031118218,1134.089951,4.559999466,FALSE,FALSE,"Zoochory"
"203","Berberis","Berberis nevinii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,92031118218,1134.089951,4.559999466,FALSE,FALSE,"Zoochory"
"204","Berberis","Berberis pinnata",NA,NA,NA,NA,NA,NA,NA,NA,0.362318841,0.041666667,TRUE,FALSE,86731631471,4472.009766,4.999999523,FALSE,FALSE,NA
"205","Berberis","Berberis pinnata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,86731631471,4472.009766,4.999999523,FALSE,FALSE,NA
"206","Berberis","Berberis moranensis",NA,NA,NA,NA,NA,NA,NA,NA,0.362318841,0.041666667,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"207","Berberis","Berberis moranensis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"208","Bergerocactus","Bergerocactus emoryi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,21411321167,1101.140015,4.559999466,FALSE,FALSE,NA
"209","Betula","Betula occidentalis",NA,NA,"Tree, Shrub","Rapid","No","Short","None","None",2.645502646,0.357142857,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"210","Bidens","Bidens laevis",NA,NA,"Forb/herb","Rapid","No","Short","None","None",0.324569945,0.126582278,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"211","Bidens","Bidens laevis",NA,NA,"Forb/herb","Rapid","No","Short","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"212","Bloomeria","Bloomeria crocea",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.17e+11,1446.840012,5.719999552,FALSE,FALSE,"Autochory"
"213","Bolboschoenus","Bolboschoenus maritimus",38.4237002894914,13.5530373572275,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Hydrochory"
"214","Bolboschoenus","Bolboschoenus robustus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"215","Bothriochloa","Bothriochloa barbinodis",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,NA
"216","Bouteloua","Bouteloua curtipendula",15.212511475036,18.7765212933518,"Graminoid","Moderate","No","Moderate","None","None",0.284900285,0.037037037,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Autochory"
"217","Bouteloua","Bouteloua gracilis",4.73592129987492,22.162143684581,"Graminoid","Rapid","No","Moderate","None","None",0.284900285,0.037037037,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,NA
"218","Boykinia","Boykinia occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"219","Brickellia","Brickellia californica",NA,NA,NA,NA,NA,NA,NA,NA,0.362318841,0.041666667,FALSE,FALSE,1.37e+12,4505.009766,7.460000396,FALSE,FALSE,NA
"220","Brickellia","Brickellia californica",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.37e+12,4505.009766,7.460000396,FALSE,FALSE,NA
"221","Brodiaea","Brodiaea californica",NA,NA,NA,NA,NA,NA,NA,NA,1.098901099,0.071428571,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"222","Brodiaea","Brodiaea elegans",NA,NA,NA,NA,NA,NA,NA,NA,1.098901099,0.071428571,FALSE,FALSE,3.27e+11,4606.559921,5.719999552,FALSE,FALSE,NA
"223","Brodiaea","Brodiaea jolonensis",NA,NA,NA,NA,NA,NA,NA,NA,1.098901099,0.071428571,FALSE,FALSE,52368789967,1297.670044,4.559999466,FALSE,FALSE,NA
"224","Brodiaea","Brodiaea minor",NA,NA,NA,NA,NA,NA,NA,NA,1.098901099,0.071428571,FALSE,FALSE,55984570163,2674.869949,5.299999475,FALSE,FALSE,NA
"225","Bromus","Bromus carinatus",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,FALSE,55555988026,3143.779877,4.46999979,FALSE,FALSE,"Zoochory"
"226","Bromus","Bromus carinatus",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,FALSE,55555988026,3143.779877,4.46999979,FALSE,FALSE,"Zoochory"
"227","Bromus","Bromus carinatus",NA,NA,"Graminoid","Rapid","No","Short","None","None",0.031735957,0.02173913,TRUE,FALSE,55555988026,3143.779877,4.46999979,FALSE,FALSE,"Zoochory"
"228","Bromus","Bromus carinatus",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,FALSE,55555988026,3143.779877,4.46999979,FALSE,FALSE,"Zoochory"
"229","Calamagrostis","Calamagrostis foliosa",NA,NA,NA,NA,NA,NA,NA,NA,5,0.1,TRUE,FALSE,20929072072,3141.759888,2.859999657,FALSE,FALSE,NA
"230","Calamagrostis","Calamagrostis foliosa",NA,NA,NA,NA,NA,NA,NA,NA,1.341463415,0.268292683,TRUE,FALSE,20929072072,3141.759888,2.859999657,FALSE,FALSE,NA
"231","Calamagrostis","Calamagrostis foliosa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,20929072072,3141.759888,2.859999657,FALSE,FALSE,NA
"232","Calamagrostis","Calamagrostis nutkaensis",NA,NA,NA,NA,NA,NA,NA,NA,5,0.1,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"233","Calamagrostis","Calamagrostis nutkaensis",NA,NA,NA,NA,NA,NA,NA,NA,1.341463415,0.268292683,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"234","Calamagrostis","Calamagrostis nutkaensis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"235","Calandrinia","Calandrinia ciliata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"236","Calliandra","Calliandra californica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"237","Calliandra","Calliandra eriophylla",NA,NA,"Subshrub, Shrub","Moderate","No","Moderate","Low","None",NA,NA,TRUE,FALSE,2.92e+11,1023.580009,7.399999976,FALSE,FALSE,NA
"238","Calocedrus","Calocedrus decurrens",NA,NA,"Tree","Slow","No","Long","None","None",NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"239","Calochortus","Calochortus albus",NA,NA,NA,NA,NA,NA,NA,NA,0.134680135,0.036363636,FALSE,FALSE,1.52e+11,2811.779953,5.719999552,FALSE,FALSE,NA
"240","Calochortus","Calochortus splendens",NA,NA,NA,NA,NA,NA,NA,NA,0.134680135,0.036363636,FALSE,FALSE,1.61e+11,1642.829941,4.999999523,FALSE,FALSE,"Autochory"
"241","Calochortus","Calochortus uniflorus",NA,NA,NA,NA,NA,NA,NA,NA,0.134680135,0.036363636,FALSE,FALSE,96845393898,3883.339905,3.949999809,FALSE,FALSE,NA
"242","Calochortus","Calochortus venustus",NA,NA,NA,NA,NA,NA,NA,NA,0.134680135,0.036363636,FALSE,FALSE,1.82e+11,2802.949951,5.719999552,FALSE,FALSE,NA
"243","Caltha","Caltha leptosepala",NA,NA,"Forb/herb","Moderate","No","Moderate","None","Slight",NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"244","Calycanthus","Calycanthus occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"245","Calypso","Calypso bulbosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"246","Calyptridium","Calyptridium umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,1.282051282,0.076923077,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"247","Calystegia","Calystegia macrostegia",NA,NA,NA,NA,NA,NA,NA,NA,1.176470588,0.2,TRUE,FALSE,1.23e+11,1311.560043,4.559999466,FALSE,FALSE,"Autochory"
"248","Calystegia","Calystegia macrostegia subsp. cyclostegia",NA,NA,NA,NA,NA,NA,NA,NA,1.176470588,0.2,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"249","Calystegia","Calystegia purpurata",NA,NA,NA,NA,NA,NA,NA,NA,1.176470588,0.2,TRUE,FALSE,78143766575,3855.819885,4.549999714,FALSE,FALSE,NA
"250","Calystegia","Calystegia soldanella",49.4140425944038,50.5859574055962,NA,NA,NA,NA,NA,NA,1.176470588,0.2,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Hydrochory"
"251","Camassia","Camassia quamash",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"252","Camissoniopsis","Camissoniopsis cheiranthifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,1.01e+11,4472.009766,4.999999523,FALSE,FALSE,NA
"253","Campanula","Campanula rotundifolia",7.37046165089348,69.0255387718467,NA,NA,NA,NA,NA,NA,0.005569479,0.005263158,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"254","Campanula","Campanula rotundifolia",7.37046165089348,69.0255387718467,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"255","Carex","Carex amplifolia",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"256","Carex","Carex amplifolia",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"257","Carex","Carex amplifolia",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"258","Carex","Carex angustata",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,3.63e+11,3931.349892,5.920000315,FALSE,FALSE,NA
"259","Carex","Carex angustata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,3.63e+11,3931.349892,5.920000315,FALSE,FALSE,NA
"260","Carex","Carex angustata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,3.63e+11,3931.349892,5.920000315,FALSE,FALSE,NA
"261","Carex","Carex aquatilis var. aquatilis",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"262","Carex","Carex aquatilis var. aquatilis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"263","Carex","Carex aquatilis var. aquatilis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"264","Carex","Carex aquatilis var. dives",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"265","Carex","Carex aquatilis var. dives",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"266","Carex","Carex aquatilis var. dives",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"267","Carex","Carex arcta",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"268","Carex","Carex arcta",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"269","Carex","Carex arcta",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"270","Carex","Carex athrostachya",NA,NA,"Graminoid","Slow","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"271","Carex","Carex athrostachya",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"272","Carex","Carex athrostachya",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"273","Carex","Carex aurea",NA,NA,"Graminoid","Slow","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"274","Carex","Carex aurea",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"275","Carex","Carex aurea",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"276","Carex","Carex barbarae",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,2.76e+11,4485.899765,5.719999552,FALSE,FALSE,NA
"277","Carex","Carex barbarae",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,2.76e+11,4485.899765,5.719999552,FALSE,FALSE,NA
"278","Carex","Carex barbarae",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,2.76e+11,4485.899765,5.719999552,FALSE,FALSE,NA
"279","Carex","Carex brevicaulis",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"280","Carex","Carex brevicaulis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"281","Carex","Carex brevicaulis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"282","Carex","Carex comosa",NA,NA,"Graminoid","Slow","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"283","Carex","Carex comosa",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"284","Carex","Carex comosa",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"285","Carex","Carex cusickii",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"286","Carex","Carex cusickii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"287","Carex","Carex cusickii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"288","Carex","Carex densa",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,1.02e+11,3855.819885,5.819999933,FALSE,FALSE,NA
"289","Carex","Carex densa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,1.02e+11,3855.819885,5.819999933,FALSE,FALSE,NA
"290","Carex","Carex densa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,1.02e+11,3855.819885,5.819999933,FALSE,FALSE,NA
"291","Carex","Carex diandra",NA,NA,"Graminoid","Slow","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"292","Carex","Carex diandra",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"293","Carex","Carex diandra",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"294","Carex","Carex douglasii",NA,NA,"Graminoid","Slow","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"295","Carex","Carex douglasii",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"296","Carex","Carex douglasii",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"297","Carex","Carex exsiccata",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"298","Carex","Carex exsiccata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
