accepted_name,acc_name_rank,acc_name_source,acc_name_url,GPI_name,invdefdesc,usdaacceptedsymbol
Alternanthera pungens,species,COL,https://www.catalogueoflife.org/data/taxon/C9JX,alternanthera pungens,Invasive explicitly defined,ALPU3
Alternanthera sessilis,species,COL,https://www.catalogueoflife.org/data/taxon/C9KQ,alternanthera sessilis,Invasive explicitly defined,ALSE4
Alysicarpus vaginalis,species,COL,https://www.catalogueoflife.org/data/taxon/CCCG,alysicarpus vaginalis,Invasive explicitly defined,ALVA2
Alyssum alyssoides,species,COL,https://www.catalogueoflife.org/data/taxon/CCH5,alyssum alyssoides,Invasive explicitly defined,ALAL3
Alyssum dasycarpum,species,COL,https://www.catalogueoflife.org/data/taxon/CCL7,alyssum dasycarpum,Invasive implicitly defined,NA
Alyssum sibiricum,species,COL,https://www.catalogueoflife.org/data/taxon/5TXLF,alyssum sibiricum,Invasive implicitly defined,NA
Alyssum simplex,species,COL,https://www.catalogueoflife.org/data/taxon/669LF,alyssum parviflorum,Invasive undefined,ALSI8
Alyssum simplex,species,COL,https://www.catalogueoflife.org/data/taxon/669LF,alyssum simplex,Invasive undefined,ALSI8
Alyssum strictum,species,COL,https://www.catalogueoflife.org/data/taxon/669LH,alyssum strictum,Invasive implicitly defined,NA
Alyssum strigosum,species,COL,https://www.catalogueoflife.org/data/taxon/5TXLM,alyssum strigosum,Invasive implicitly defined,ALST2
Amaranthus albus,species,COL,https://www.catalogueoflife.org/data/taxon/CGXJ,amaranthus albus,Invasive explicitly defined,AMAL
Amaranthus blitoides,species,COL,https://www.catalogueoflife.org/data/taxon/CGYJ,amaranthus blitoides,Invasive explicitly defined,AMBL
Amaranthus blitum,species,COL,https://www.catalogueoflife.org/data/taxon/CGYL,amaranthus blitum,Invasive explicitly defined,AMBL2
Amaranthus blitum,species,COL,https://www.catalogueoflife.org/data/taxon/CGYL,amaranthus blitum l.,Invasive explicitly defined,AMBL2
Amaranthus caudatus,species,COL,https://www.catalogueoflife.org/data/taxon/CGZ8,amaranthus caudatus,Invasive explicitly defined,AMCA3
Amaranthus caudatus,species,COL,https://www.catalogueoflife.org/data/taxon/CGZ8,amaranthus paniculatus,Invasive explicitly defined,AMCA3
Amaranthus cruentus,species,COL,https://www.catalogueoflife.org/data/taxon/CGZR,amaranthus cruentus,Invasive explicitly defined,AMCR4
Amaranthus deflexus,species,COL,https://www.catalogueoflife.org/data/taxon/CGZV,amaranthus deflexus,Invasive explicitly defined,AMDE
Amaranthus dubius,species,COL,https://www.catalogueoflife.org/data/taxon/CH23,amaranthus dubius,Invasive explicitly defined,AMDU
Amaranthus graecizans,species,COL,https://www.catalogueoflife.org/data/taxon/65Z9L,amaranthus graecizans,Invasive explicitly defined,AMBL
Amaranthus hybridus,species,COL,https://www.catalogueoflife.org/data/taxon/CH35,amaranthus hybridus,Invasive explicitly defined,AMHY
Amaranthus muricatus,species,COL,https://www.catalogueoflife.org/data/taxon/CH4M,amaranthus muricatus,Invasive explicitly defined,AMMU3
Amaranthus palmeri,species,COL,https://www.catalogueoflife.org/data/taxon/CH52,amaranthus palmeri,Invasive explicitly defined,AMPA
Amaranthus polygonoides,species,COL,https://www.catalogueoflife.org/data/taxon/CH5H,amaranthus polygonoides,Invasive explicitly defined,AMPO
Amaranthus powellii,species,COL,https://www.catalogueoflife.org/data/taxon/CH5L,amaranthus powellii,Invasive explicitly defined,AMPO2
Amaranthus powellii,species,COL,https://www.catalogueoflife.org/data/taxon/CH5L,amaranthus powellii s. watson,Invasive explicitly defined,AMPO2
Amaranthus retroflexus,species,COL,https://www.catalogueoflife.org/data/taxon/CH63,amaranthus retroflexus,Invasive explicitly defined,AMRE
Amaranthus retroflexus,species,COL,https://www.catalogueoflife.org/data/taxon/CH63,amaranthus retrofexus,Invasive explicitly defined,AMRE
Amaranthus retroflexus,species,COL,https://www.catalogueoflife.org/data/taxon/CH63,amaranthus retroflexus l.,Invasive explicitly defined,AMRE
Amaranthus spinosus,species,COL,https://www.catalogueoflife.org/data/taxon/CH6S,amaranthus spinosus,Invasive explicitly defined,AMSP
Amaranthus standleyanus,species,COL,https://www.catalogueoflife.org/data/taxon/CH6V,amaranthus standleyanus,Invasive implicitly defined,NA
Amaranthus tricolor,species,COL,https://www.catalogueoflife.org/data/taxon/CH79,amaranthus tricolor,Invasive explicitly defined,AMTR2
Amaranthus tricolor,species,COL,https://www.catalogueoflife.org/data/taxon/CH79,amaranthus lividus,Invasive explicitly defined,AMTR2
Amaranthus tuberculatus,species,COL,https://www.catalogueoflife.org/data/taxon/CH7D,amaranthus tuberculatus,Invasive explicitly defined,AMTU
Amaranthus viridis,species,COL,https://www.catalogueoflife.org/data/taxon/CH7N,amaranthus viridis,Invasive explicitly defined,AMBLB
Ambrosia artemisiifolia,species,COL,https://www.catalogueoflife.org/data/taxon/5TZQZ,ambrosia artemisiifolia l.,Invasive explicitly defined,AMAR2
Ambrosia artemisiifolia,species,COL,https://www.catalogueoflife.org/data/taxon/5TZQZ,ambrosia artemisiifolia l,Invasive explicitly defined,AMAR2
Ambrosia artemisiifolia,species,COL,https://www.catalogueoflife.org/data/taxon/5TZQZ,ambrosia artemisifolia,Invasive explicitly defined,AMAR2
Ambrosia artemisiifolia,species,COL,https://www.catalogueoflife.org/data/taxon/5TZQZ,"ambrosia artemisiifolia l.,",Invasive explicitly defined,AMAR2
Ambrosia artemisiifolia,species,COL,https://www.catalogueoflife.org/data/taxon/5TZQZ,ambrosia artemisiifolia linnaeus,Invasive explicitly defined,AMAR2
Ambrosia artemisiifolia,species,COL,https://www.catalogueoflife.org/data/taxon/5TZQZ,ambrosia artemisiifolia,Invasive explicitly defined,AMAR2
Ambrosia artemisiifolia var.  elatior,variety,COL,https://www.catalogueoflife.org/data/search?extinct=false&facet=rank&facet=issue&facet=status&facet=nomStatus&facet=nameType&facet=field&fuzzy=true&limit=50&offset=0&q=Ambrosia%20elatior&sortBy=taxonomic,ambrosia elatior,Invasive undefined,NA
Ambrosia artemisiifolia var.  elatior,variety,COL,https://www.catalogueoflife.org/data/search?extinct=false&facet=rank&facet=issue&facet=status&facet=nomStatus&facet=nameType&facet=field&fuzzy=true&limit=50&offset=0&q=Ambrosia%20elatior&sortBy=taxonomic,ambrosia artemisiifolia var. elatior,Invasive undefined,NA
Ambrosia confertiflora,species,COL,https://www.catalogueoflife.org/data/taxon/CPNT,ambrosia confertiflora,Invasive explicitly defined,AMCO3
Ambrosia peruviana,species,COL,https://www.catalogueoflife.org/data/taxon/CPQ3,ambrosia peruviana,Invasive explicitly defined,AMPE2
Ambrosia psilostachya,species,COL,https://www.catalogueoflife.org/data/taxon/CPQ6,ambrosia psilostachy dc.,Invasive explicitly defined,AMPS
Ambrosia psilostachya,species,COL,https://www.catalogueoflife.org/data/taxon/CPQ6,ambrosia psilostachya,Invasive explicitly defined,AMPS
Ambrosia trifida,species,COL,https://www.catalogueoflife.org/data/taxon/CPQH,ambrosia trifida,Invasive explicitly defined,AMTR
Ambrosia trifida,species,COL,https://www.catalogueoflife.org/data/taxon/CPQH,ambrosia trifida l.,Invasive explicitly defined,AMTR
Amelanchier humilis,species,COL,https://www.catalogueoflife.org/data/taxon/CQNS,amelanchier spicata,Invasive explicitly defined,AMHU2
Amelanchier lamarckii,species,TNRS,http://www.theplantlist.org/tpl1.1/search?q=Amelanchier+lamarckii,amelanchier lamarckii,Invasive explicitly defined,AMLA9
Amelanchier lamarckii,species,TNRS,http://www.theplantlist.org/tpl1.1/search?q=Amelanchier+lamarckii,amelanchier lamarckii f. g. schroed.,Invasive explicitly defined,AMLA9
Ammannia coccinea,species,COL,https://www.catalogueoflife.org/data/taxon/CSZW,ammannia coccinea,Invasive explicitly defined,AMCO
Ammannia coccinea,species,COL,https://www.catalogueoflife.org/data/taxon/CSZW,ammannia coccinea rottb.,Invasive explicitly defined,AMCO
Ammophila arenaria,species,COL,https://www.catalogueoflife.org/data/taxon/66CPP,ammophila arenaria,Invasive explicitly defined,AMAR4
Ammophila arenaria,species,COL,https://www.catalogueoflife.org/data/taxon/66CPP,ammophila arenaria (l.) link,Invasive explicitly defined,AMAR4
Ammophila breviligulata,species,COL,https://www.catalogueoflife.org/data/taxon/66CQP,ammophila breviligulata,Invasive explicitly defined,AMBR
Amorpha canescens,species,COL,https://www.catalogueoflife.org/data/taxon/CX46,amorpha canescens,Invasive undefined,AMCA6
Amorpha fruticosa,species,COL,https://www.catalogueoflife.org/data/taxon/CX4J,amorpha fruticosa,Invasive explicitly defined,AMFR
Amorpha fruticosa,species,COL,https://www.catalogueoflife.org/data/taxon/CX4J,amorpha fruticosa l.,Invasive explicitly defined,AMFR
Ampelocissus heyneana,species,COL,https://www.catalogueoflife.org/data/taxon/CYCF,vitis cordifolia,Invasive undefined,NA
Ampelodesmos mauritanicus,species,COL,https://www.catalogueoflife.org/data/taxon/66CZZ,ampelodesmos mauritanica,Invasive explicitly defined,AMMA5
Ampelodesmos mauritanicus,species,COL,https://www.catalogueoflife.org/data/taxon/66CZZ,festuca elatior,Invasive explicitly defined,AMMA5
Ampelopsis arborea,species,COL,https://www.catalogueoflife.org/data/taxon/CYHF,ampelopsis arborea,Invasive explicitly defined,NEAR5
Ampelopsis heterophylla var.  brevipedunculata,variety,COL,https://www.catalogueoflife.org/data/search?extinct=false&facet=rank&facet=issue&facet=status&facet=nomStatus&facet=nameType&facet=field&fuzzy=true&limit=50&offset=0&q=Ampelopsis%20brevipedunculata&sortBy=taxonomic,ampelopsis brevipedunculata,Invasive explicitly defined,NA
Ampelopsis heterophylla var.  brevipedunculata,variety,COL,https://www.catalogueoflife.org/data/search?extinct=false&facet=rank&facet=issue&facet=status&facet=nomStatus&facet=nameType&facet=field&fuzzy=true&limit=50&offset=0&q=Ampelopsis%20brevipedunculata&sortBy=taxonomic,ampelopsis brevipendunculata,Invasive explicitly defined,NA
Ampelopsis heterophylla var.  vestita,variety,COL,https://www.catalogueoflife.org/data/taxon/5M6ZJ,ampelopsis glandulosa,Invasive explicitly defined,NA
Amsinckia menziesii,species,COL,https://www.catalogueoflife.org/data/taxon/66H6W,amsinckia menziesii,Invasive implicitly defined,AMME
Amsinckia tessellata,species,COL,https://www.catalogueoflife.org/data/taxon/D8DW,amsinckia tessellata,Invasive undefined,AMTE3
Anacardium occidentale,species,COL,https://www.catalogueoflife.org/data/taxon/DB6H,anacardium occidentale,Invasive implicitly defined,ANOC
Anchusa azurea,species,COL,https://www.catalogueoflife.org/data/taxon/DLWK,anchusa azurea,Invasive explicitly defined,ANAZ
Andropogon gayanus,species,COL,https://www.catalogueoflife.org/data/taxon/5V257,andropogon gayanus,Invasive explicitly defined,ANGA3
Andropogon gayanus,species,COL,https://www.catalogueoflife.org/data/taxon/5V257,andropogon gayanaus,Invasive explicitly defined,ANGA3
Andropogon gayanus,species,COL,https://www.catalogueoflife.org/data/taxon/5V257,andropogon gayanus kunth,Invasive explicitly defined,ANGA3
Andropogon gerardii,species,COL,https://www.catalogueoflife.org/data/taxon/66Q4V,andropogon gerardii,Invasive undefined,ANGE
Andropogon virginicus,species,COL,https://www.catalogueoflife.org/data/taxon/DV7W,andropogon virginicus,Invasive explicitly defined,ANVI2
Andropogon virginicus,species,COL,https://www.catalogueoflife.org/data/taxon/DV7W,andropogon virginicus l.,Invasive explicitly defined,ANVI2
Anemone coronaria,species,COL,https://www.catalogueoflife.org/data/taxon/DX8W,anemone coronaria,Invasive undefined,ANCO40
Anemone cylindrica,species,COL,https://www.catalogueoflife.org/data/taxon/DX97,anemone cylindrica,Invasive undefined,ANCY
Anethum graveolens,species,COL,https://www.catalogueoflife.org/data/taxon/DY93,anethum graveolens,Invasive explicitly defined,ANGR2
Angelica archangelica,species,COL,https://www.catalogueoflife.org/data/taxon/DYRP,angelica archangelica,Invasive undefined,ANAR9
Angelica archangelica ssp.  archangelica,subspecies,COL,https://www.catalogueoflife.org/data/taxon/5FM9V,angelica archangelica l. subsp. archangelica,Invasive explicitly defined,NA
Angiopteris evecta,species,COL,https://www.catalogueoflife.org/data/taxon/DZCY,angiopteris evecta,Invasive explicitly defined,ANEV
Annona glabra,species,COL,https://www.catalogueoflife.org/data/taxon/5V4BL,annona glabra,Invasive explicitly defined,ANGL4
Annona glabra,species,COL,https://www.catalogueoflife.org/data/taxon/5V4BL,annona globra,Invasive explicitly defined,ANGL4
Annona glabra,species,COL,https://www.catalogueoflife.org/data/taxon/5V4BL,anona glabra,Invasive explicitly defined,ANGL4
Annona squamosa,species,COL,https://www.catalogueoflife.org/data/taxon/674D7,annona squamosa,Invasive undefined,ANSQ
Anredera cordifolia,species,COL,https://www.catalogueoflife.org/data/taxon/679VM,boussingaultia cordifolia,Invasive explicitly defined,ANCO6
Anredera cordifolia,species,COL,https://www.catalogueoflife.org/data/taxon/679VM,anredera cordifolia subsp. cordifolia,Invasive explicitly defined,ANCO6
Anredera cordifolia,species,COL,https://www.catalogueoflife.org/data/taxon/679VM,anredera cordifolia,Invasive explicitly defined,ANCO6
Anthemis arvensis,species,COL,https://www.catalogueoflife.org/data/taxon/67BTJ,anthemis arvensis,Invasive implicitly defined,ANAR6
Anthemis cotula,species,COL,https://www.catalogueoflife.org/data/taxon/67C59,anthemis cotula,Invasive explicitly defined,ANCO2
Anthemis cotula,species,COL,https://www.catalogueoflife.org/data/taxon/67C59,anthemis cotula l,Invasive explicitly defined,ANCO2
Anthoxanthum odoratum,species,COL,https://www.catalogueoflife.org/data/taxon/67GRD,anthoxanthum odoratum,Invasive explicitly defined,ANOD
Anthoxanthum odoratum,species,COL,https://www.catalogueoflife.org/data/taxon/67GRD,anthoxanthum odoratum l.,Invasive explicitly defined,ANOD
Anthriscus caucalis,species,COL,https://www.catalogueoflife.org/data/taxon/67HW6,anthriscus caucalis,Invasive implicitly defined,ANCA14
Anthriscus sylvestris,species,COL,https://www.catalogueoflife.org/data/taxon/67HWS,anthriscus sylvestris,Invasive explicitly defined,ANSY
Antidesma bunius,species,TNRS,http://plants.usda.gov/java/profile?symbol=ANBU3,antidesma bunias,Invasive undefined,ANBU3
Antigonon leptopus,species,COL,https://www.catalogueoflife.org/data/taxon/67K5R,antigonon leptopus,Invasive explicitly defined,ANLE4
Antirrhinum majus,species,COL,https://www.catalogueoflife.org/data/taxon/F2W4,antirrhinum majus,Invasive undefined,ANMA3
Apera intermedia,species,COL,https://www.catalogueoflife.org/data/taxon/F9HQ,apera intermedia,Invasive implicitly defined,NA
Apera spica-venti,species,COL,https://www.catalogueoflife.org/data/taxon/F9J7,apera spica-venti,Invasive undefined,APSP
Apios americana,species,COL,https://www.catalogueoflife.org/data/taxon/FMLV,apios americana,Invasive explicitly defined,APAM
Apocynum cannabinum,species,COL,https://www.catalogueoflife.org/data/taxon/FR6X,apocynum cannabinum,Invasive explicitly defined,APCA
Arabidopsis thaliana,species,COL,https://www.catalogueoflife.org/data/taxon/G26R,arabidopsis thaliana,Invasive explicitly defined,ARTH
Arabidopsis thaliana,species,COL,https://www.catalogueoflife.org/data/taxon/G26R,arabidopsis thaliana (l.) heyne,Invasive explicitly defined,ARTH
Arabis collina,species,COL,https://www.catalogueoflife.org/data/taxon/5W2GJ,arabis collina,Invasive explicitly defined,NA
Aralia elata,species,COL,https://www.catalogueoflife.org/data/taxon/G4SD,aralia elata (miq.) seem.,Invasive implicitly defined,AREL8
Aralia elata,species,COL,https://www.catalogueoflife.org/data/taxon/G4SD,aralia elata,Invasive implicitly defined,AREL8
Aralia spinosa,species,COL,https://www.catalogueoflife.org/data/taxon/G4Y9,aralia spinosa,Invasive undefined,ARSP2
Araujia sericifera,species,COL,https://www.catalogueoflife.org/data/taxon/G69Q,araujia sericifolia,Invasive explicitly defined,ARSE8
Araujia sericifera,species,COL,https://www.catalogueoflife.org/data/taxon/G69Q,araujia sericifera,Invasive explicitly defined,ARSE8
Archontophoenix cunninghamiana,species,COL,https://www.catalogueoflife.org/data/taxon/5W288,archontophoenix cunninghamiana,Invasive explicitly defined,NA
Arctium ambiguum,species,COL,https://www.catalogueoflife.org/data/search?extinct=false&facet=rank&facet=issue&facet=status&facet=nomStatus&facet=nameType&facet=field&fuzzy=true&limit=50&offset=0&q=Arctium%20ambiguum&sortBy=taxonomic,arctium ambiguum,Invasive implicitly defined,NA
Arctium lappa,species,COL,https://www.catalogueoflife.org/data/taxon/67S22,arctium lappa,Invasive explicitly defined,ARLA3
Arctium minus,species,COL,https://www.catalogueoflife.org/data/taxon/5W3Q6,arctium minus,Invasive implicitly defined,ARMI2
Arctium tomentosum,species,COL,https://www.catalogueoflife.org/data/taxon/683PD,arctium tomentosum,Invasive implicitly defined,ARTO
Arctotheca calendula,species,COL,https://www.catalogueoflife.org/data/taxon/GBR4,arctotheca calendula,Invasive explicitly defined,ARCA45
Ardisia crenata,species,COL,https://www.catalogueoflife.org/data/taxon/GCXR,ardisia crenata,Invasive explicitly defined,ARCR80
Ardisia elliptica,species,COL,https://www.catalogueoflife.org/data/taxon/GD2P,ardisia elliptica,Invasive explicitly defined,AREL4
Ardisia elliptica,species,COL,https://www.catalogueoflife.org/data/taxon/GD2P,ardisia elliptica thunb.,Invasive explicitly defined,AREL4
