paperid,GPI_name,inv_ctry,explicit_invdef,explicit_invdefdesc,implicit_invdef,implicit_invdefdesc,locdata,locdata_type,finding
KENN2017,schefflera actinophylla,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,solanum mauritianum,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,syzygium jambos,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,tectona grandis,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KERC2004A,typha latifolia,United States of America,Y,can form dense monotypic stands with few coexisting species,NA,NA,Y,COORDS,typha was shown to be tolerant of a wide range of hydrologic conditions
KERC2004A,phalaris arundinacea,United States of America,Y,can form dense monotypic stands with few coexisting species,NA,NA,Y,COORDS,phalaris was shown to be tolerant of a wide range of hydrologic conditions
KERC2004B,phalaris arundinacea,United States of America,Y,can reduce diversity of wetlands,NA,NA,N,NA,"light availability was a strong predictor of phalaris biomass, as were nutrient levels and flood regime."
KERC2004C,phalaris arundinacea,United States of America,N,NA,NA,NA,Y,COORDS,"overall, plots with either phalaris or hydrologic disturbance had 2/3 the species of plots lacking phalaris on reference sites, as well as lower diversity and mean c. these results suggest a strong negative effect of hydrologic disturbance or presence of phalaris on the quantity and quality of species in a wetland."
KERC2007,phalaris arundinacea,United States of America,N,NA,NA,NA,Y,COORDS,"disturbances acted alone and in combination to make the resident wetland community more invasible and phalaris more aggressive, leading to monospecific stands. under the least disturbed conditions, the resident plant canopy remained dense and vigorous and phalaris remained small."
KERN2009,tamarix chinensis,United States of America,Y,decreases stream flow; excessively uses water; causes the loss of native biodiversity; affects primary consumers and food web structure; causes salinization issues; and changes channel morphology,NA,NA,N,NA,habitat suitability model results indicate that 21% of the region supports suitable tamarisk habitat. less than 1% of these areas are occupied by tamarisk; the remainder is highly vulnerable to invasion. although considerable uncertainty exists regarding future climate change; we project a 2- to 10-fold increase in highly suitable tamarisk habitat by the end of the century.
KERN2009,tamarix ramosissima,United States of America,Y,decreases stream flow; excessively uses water; causes the loss of native biodiversity; affects primary consumers and food web structure; causes salinization issues; and changes channel morphology,NA,NA,N,NA,habitat suitability model results indicate that 21% of the region supports suitable tamarisk habitat. less than 1% of these areas are occupied by tamarisk; the remainder is highly vulnerable to invasion. although considerable uncertainty exists regarding
KERR2016A,eucalyptus grandis,South Africa,N,NA,NA,NA,Y,BOTH,results of this study showed that vegetation; other native and alien species were affected by e. grandis invasion.
KERR2016B,agropyron cristatum,Canada,N,NA,NA,NA,N,NA,for the first time; we have carried out a comparative multispecies analysis of cost; efficacy and demography relative to two integrative measures: cost-effectiveness and managers' rankings.
KERR2016B,carduus nutans,Australia,N,NA,NA,NA,N,NA,for the first time; we have carried out a comparative multispecies analysis of cost; efficacy and demography relative to two integrative measures: cost-effectiveness and managers' rankings.
KERR2016B,carduus nutans,New Zealand,N,NA,NA,NA,N,NA,for the first time; we have carried out a comparative multispecies analysis of cost; efficacy and demography relative to two integrative measures: cost-effectiveness and managers' rankings.
KERR2016B,cytisus scoparius,Australia,N,NA,NA,NA,N,NA,for the first time; we have carried out a comparative multispecies analysis of cost; efficacy and demography relative to two integrative measures: cost-effectiveness and managers' rankings.
