paperid,author,title,year,journal,volume,issue,pages,doi,WoS,type
GILD2013,"gildenhuys, enelge; ellis, allan; carroll, scott; le roux, johannes","the ecology, biogeography, history and future of two globally important weeds: cardiospermum halicacabum linn. and c. grandiflorum sw",2013,neobiota,19,,,,N,article
GILD2015,"gildenhuys, enelge; ellis, allan g.; carroll, scott p.; le roux, johannes j.","combining natal range distributions and phylogeny to resolve biogeographic uncertainties in balloon vines (cardiospermum, sapindaceae)",2015,diversity and distributions,21,2,163–174,10.1111/ddi.12261,Y,article
GILJ2011,"giljohann, katherine m.; hauser, cindy e.; williams, nicholas s.g.; moore, joslin l.",optimizing invasive species control across space: willow invasion management in the australian alps,2011,journal of applied ecology,48,5,1286–1294,10.1111/j.1365-2664.2011.02016.x,Y,article
GILL1999,"gill, richard a.; burke, ingrid c.",ecosystem consequences of plant life form changes at three sites in the semiarid united states,1999,oecologia,121,4,551–563,10.1007/s004420050962,Y,article
GILL2016,"gillies, sharon; clements, david r.; grenz, jennifer","knotweed (fallopia spp.) invasion of north america utilizes hybridization, epigenetics, seed dispersal (unexpectedly), and an arsenal of physiological tactics",2016,invasive plant science and management,9,1,71–80,10.1614/ipsm-d-15-00039.1,Y,article
GILL2017A,"gillard, morgane; thiébaut, gabrielle; rossignol, nicolas; berardocco, solenne; deleu, carole",impact of climate warming on carbon metabolism and on morphology of invasive and native aquatic plant species varies between spring and summer,2017,environmental and experimental botany,144,,1–10,10.1016/j.envexpbot.2017.09.009,Y,article
GILL2017B,"gillard, morgane; thiébaut, gabrielle; deleu, carole; leroy, boris",present and future distribution of three aquatic plants taxa across the world: decrease in native and increase in invasive ranges,2017,biological invasions,19,7,2159–2170,10.1007/s10530-017-1428-y,Y,article
GILL2017C,"gillard, morgane; grewell, brenda j.; deleu, carole; thiébaut, gabrielle",climate warming and water primroses: germination responses of populations from two invaded ranges,2017,aquatic botany,136,,155–163,10.1016/j.aquabot.2016.10.001,Y,article
GILL2017D,"gillard, morgane; grewell, brenda j.; futrell, caryn j.; deleu, carole; thiébaut, gabrielle",germination and seedling growth of water primroses: a cross experiment between two invaded ranges with contrasting climates,2017,frontiers in plant science,8,,1677,10.3389/fpls.2017.01677,Y,article
GILL2018,"gill, richard a.; o'connor, rory c.; rhodes, aaron; bishop, tara b. b.; laughlin, daniel c.; st. clair, samuel b.","niche opportunities for invasive annual plants in dryland ecosystems are controlled by disturbance, trophic interactions, and rainfall",2018,oecologia,187,3,755-765,10.1007/s00442-018-4137-z,Y,article
GIME2006,"gimeno, isabel; vila, montserrat; hulme, philip e.",are islands more susceptible to plant invasion than continents? a test using oxalis pes-caprae l. in the western mediterranean,2006,journal of biogeography,33,9,1559-1565,10.1111/j.1365-2699.2006.01525.x,Y,article
GING2018,"gingras-hill, tristan; nwaishi, felix c.; macrae, merrin l.; price, jonathan s.; petrone, richard m.","ecohydrological functioning of an upland undergoing reclamation on post-mining landscape of the athabasca oil sands region, canada",2018,ecohydrology,11,4,e1941,10.1002/eco.1941,Y,article
GIOR2009,"gioria, margherita; osborne, bruce",the impact of gunnera tinctoria (molina) mirbel invasions on soil seed bank communities,2009,journal of plant ecology,2,3,153–167,10.1093/jpe/rtp013,Y,article
GIOR2010,"gioria, margherita; osborne, bruce",similarities in the impact of three large invasive plant species on soil seed bank communities,2010,biological invasions,12,6,1671–1683,10.1007/s10530-009-9580-7,Y,article
GIOR2013,"gioria, margherita; osborne, bruce a.",biological flora of the british isles: gunnera tinctoria,2013,journal of ecology,101,1,243-264,10.1111/1365-2745.12022,Y,article
GIOR2016,"giorgis, m. a.; cingolani, a. m.; tecco, p. a.; cabido, m.; poca, m.; wehrden, h.",testing alien plant distribution and habitat invasibility in mountain ecosystems: growth form matters,2016,biological invasions,18,7,2017–2028,10.1007/s10530-016-1148-8,Y,article
GIOR2018,"gioria, m.; o'flynn, c.; osborne, b. a.",a review of the impacts of major terrestrial invasive alien plants in ireland,2018,biology and environment: proceedings of the royal irish academy,118B,3,157-179,10.3318/bioe.2018.15,Y,article
GIOR2019A,"gioria, margherita; le roux, johannes j.; hirsch, heidi; moravcová, lenka; pyšek, petr",characteristics of the soil seed bank of invasive and non-invasive plants in their native and alien distribution range,2019,biological invasions,21,7,2313-2332,10.1007/s10530-019-01978-y,Y,article
GIOR2019B,"gioria, m., o'flynn, c., & osborne, b. a.",managing invasions by terrestrial alien plants in ireland: challenges and opportunities.,2019,biology and environment: proceedings of the royal irish academy,119,1,37-61,10.3318/bioe.2019.04,Y,article
GIRD2016,"girdler, e. binney; davis, megan p.; smith, zachary m.",dynamics of an invasion: the spatial interactions of invasive centaurea stoebe with native cirsium pitcheri and tanacetum huronense in a dune environment,2016,the american midland naturalist,176,1,20–35,10.1674/0003-0031-176.1.20,Y,article
GITO2015,"gitonga, l.; cron, g. v.; mcconnachie, a.; byrne, m. j.","genetic variation of the invasive campuloclinium macrocephalum, asteraceae in south africa, inferred from molecular markers",2015,weed research,55,1,51–61,10.1111/wre.12122,Y,article
GIUL2016A,"giuliani, c.; giovanetti, m.; foggi, b.; mariotti lippi, m.",two alien invasive acacias in italy: differences and similarities in their flowering and insect visitors,2016,plant biosystems,150,2,285–294,10.1080/11263504.2014.984792,Y,article
GIUL2020,"giulio, s; acosta, atr; carboni, m; campos, ja; chytry, m; loidi, j; pergl, j; pysek, p; isermann, m; janssen, jam; rodwell, js; schaminee, jhj; marceno, c",alien flora across european coastal dunes,2020,applied vegetation science,23,3,317-327,10.1111/avsc.12490,Y,article
GLAD1993,"glad, judith b; halse, richard r",invasion of amorpha fruticosa l.(leguminosae) along the columbia and snake rivers in oregon and washington,1993,madrono,40,1,62–65,,N,article
GLAD2011,"gladieux, pierre; giraud, tatiana; kiss, levente; genton, benjamin j.; jonot, odile; shykoff, jacqui a.",distinct invasion sources of common ragweed (ambrosia artemisiifolia) in eastern and western europe,2011,biological invasions,13,4,933–944,10.1007/s10530-010-9880-y,Y,article
GLEA1981,"gleadow, rm; ashton, dh",invasion by pittosporum undulatum of the forests of central victoria. i. invasion patterns and plant morphology,1981,australian journal of botany,29,6,705,10.1071/bt9810705,N,article
GLEA1982,"gleadow, rm","invasion by pittosporum undulatum of the forests of central victoria. ii. dispersal, germination and establishment",1982,australian journal of botany,30,2,185,10.1071/bt9820185,N,article
GLEA2007,"gleadow, roslyn m.; narayan, indira",temperature thresholds for germination and survival of pittosporum undulatum: implications for management by fire,2007,acta oecologica,31,2,151–157,10.1016/j.actao.2006.07.003,N,article
GLED2011,"gleditsch, jason m.; carlo, tomás a.",fruit quantity of invasive shrubs predicts the abundance of common native avian frugivores in central pennsylvania,2011,diversity and distributions,17,2,244–253,10.1111/j.1472-4642.2010.00733.x,Y,article
GLEN1998,"glenn, edward; tanner, rene; mendez, shelby; kehret, tamra; moore, david; garcia, jaqueline; valdes, carlos","growth rates, salt tolerance and water use characteristics of native and invasive riparian plants from the delta of the colorado river, mexico",1998,journal of arid environments,40,3,281–294,10.1006/jare.1998.0443,Y,article
GLEN2005A,"glenn, edward p.; nagler, pamela l.",comparative ecophysiology of tamarix ramosissima and native trees in western u.s. riparian zones,2005,journal of arid environments,61,3,419–446,10.1016/j.jaridenv.2004.09.025,Y,article
GLEN2005B,"glenn, nancy f.; mundt, jacob t.; weber, keith t.; prather, timothy s.; lass, lawrence w.; pettingill, jeffrey",hyperspectral data processing for repeat detection of small infestations of leafy spurge,2005,remote sensing of environment,95,3,399–412,10.1016/j.rse.2005.01.003,Y,article
GLIS2015,"glisson, wesley j.; brady, ryan s.; paulios, andy t.; jacobi, sarah k.; larkin, daniel j.",sensitivity of secretive marsh birds to vegetation condition in natural and restored wetlands in wisconsin,2015,the journal of wildlife management,79,7,1101–1116,10.1002/jwmg.937,Y,article
GLOM2008,"glomski, leeann m; netherland, michael d","efficacy of fluridone, penoxsulam, and bispyribac-sodium on variable-leaf milfoil",2008,journal of aquatic plant management,46,1,193–196,,N,article
GLOV2015,"glover, rachael; drenovsky, rebecca e.; futrell, caryn j.; grewell, brenda j.",clonal integration in ludwigia hexapetala under different light regimes,2015,aquatic botany,122,,40–46,10.1016/j.aquabot.2015.01.004,Y,article
GLYP1981,"glyphis, j. p.; milton, s. j.; siegfried, w. r.",dispersal of acacia cyclops by birds,1981,oecologia,48,1,138-141,10.1007/bf00347002,N,article
GODE2010,"godefroid, sandrine; koedam, nico",comparative ecology and coexistence of introduced and native congeneric forest herbs: impatiens parviflora and i. noli-tangere,2010,plant ecology and evolution,143,2,119–127,10.5091/plecevo.2010.397,N,article
GODF2017,"godfree, robert; firn, jennifer; johnson, stephanie; knerr, nunzio; stol, jacqui; doerr, veronica","why non-native grasses pose a critical emerging threat to biodiversity conservation, habitat connectivity and agricultural production in multifunctional rural landscapes",2017,landscape ecology,32,6,1219–1242,10.1007/s10980-017-0516-9,Y,article
GODO2011,"godoy, oscar; saldaña, alfredo; fuentes, nicol; valladares, fernando; gianoli, ernesto",forests are not immune to plant invasions: phenotypic plasticity and local adaptation allow prunella vulgaris to colonize a temperate evergreen rainforest,2011,biological invasions,13,7,1615–1625,10.1007/s10530-010-9919-0,Y,article
GOEH2010,"goehring, brianna j.; launchbaugh, karen l.; wilson, linda m.",late-season targeted grazing of yellow starthistle (centaurea solstitialis) with goats in idaho,2010,invasive plant science and management,3,2,148–154,10.1614/ipsm-d-09-00004.1,Y,article
GOER2001,"goergen, e.; daehler, c. c.",reproductive ecology of a native hawaiian grass (heteropogon contortus; poaceae) versus its invasive alien competitor (pennisetum setaceum; poaceae),2001,international journal of plant sciences,162,2,317–326,10.1086/319587,N,article
GOET2017,"goets, s. a.; kraaij, t.; little, k. m.",comparing germination stimuli of two alien invasive species and a native analogue: towards sustainable management of invasives,2017,south african journal of botany,112,,15–18,10.1016/j.sajb.2017.05.002,Y,article
GOGO2011,"gogo, sébastien; laggoun-défarge, fatima; delarue, frédéric; lottier, nathalie",invasion of a sphagnum-peatland by betula spp and molinia caerulea impacts organic matter biochemistry. implications for carbon and nutrient cycling,2011,biogeochemistry,106,1,53–69,10.1007/s10533-010-9433-6,Y,article
GOIN2008,"going, barbara m.; dudley, tom l.",invasive riparian plant litter alters aquatic insect growth,2008,biological invasions,10,7,1041–1051,10.1007/s10530-007-9182-1,Y,article
GOLD2014A,"goldstein, leah j.; suding, katharine n.",applying competition theory to invasion: resource impacts indicate invasion mechanisms in california shrublands,2014,biological invasions,16,1,191–203,10.1007/s10530-013-0513-0,Y,article
GOLD2014B,"goldstein, leah j.; suding, katharine n.",intra-annual rainfall regime shifts competitive interactions between coastal sage scrub and invasive grasses,2014,ecology,95,2,425–435,10.1890/12-0651.1,Y,article
GOLU2020,"golub, vb; chuvashov, av; bondareva, vv; gerasimova, ka; nikolaichuk, lf",changes in the flora composition of the volga-akhtuba floodplain after regulation of the flow of volga river,2020,arid ecosystems,10,1,44-51,10.1134/s2079096120010047,Y,article
GOME2007,"gomez-casanovas, nuria; blanc-betes, elena; gonzalez-meler, miquel a.; azcon-bieto, joaquim",changes in respiratory mitochondrial machinery and cytochrome and alternative pathway activities in response to energy demand underlie the acclimation of respiration to elevated co2 in the invasive opuntia ficus-indica,2007,plant physiology,145,1,49–61,10.1104/pp.107.103911,Y,article
GOME2008A,"gómez-aparicio, lorena; canham, charles d.",neighborhood models of the effects of invasive tree species on ecosystem processes,2008,ecological monographs,78,1,69–86,10.1890/06-2036.1,Y,article
GOME2008B,"gómez-aparicio, lorena; canham, charles d.",neighbourhood analyses of the allelopathic effects of the invasive tree ailanthus altissima in temperate forests,2008,journal of ecology,96,3,447–458,10.1111/j.1365-2745.2007.01352.x,Y,article
GOME2008C,"gómez-aparicio, lorena; canham, charles d.; martin, patrick h.",neighbourhood models of the effects of the invasive acer platanoides on tree seedling dynamics: linking impacts on communities and ecosystems,2008,journal of ecology,96,1,78–90,10.1111/j.1365-2745.2007.01317.x,N,article
GOME2009,"gómez-gonzález, susana; cavieres, lohengrin a; torres, patricio; torres-díaz, cristian",competitive effects of the alien invasive centaurea solstitialis l. on two chilean baccharis species at different life-cycle stages/efectos competitivos de la aloctona invasora centaurea solstitialis l. sobre dos especies chilenas de baccharis en diferentes estados del ciclo de vida,2009,gayana. botánica,66,1,71,,Y,article
